# OQ-190 promoted_audit_edges.tsv — forward-citations from the ACTIVE surface into
# audits/. Standing artifact: names the historical records promoted to live, so a
# future shift in OQ-118's finding does not have to re-derive the edge list.
file	line	target	text
ISSUES.md	10916	audits/2026-08-10_oq78_idiom_close	`audits/2026-08-10_oq78_idiom_close/` — an **empty, untracked placeholder directory**
ISSUES.md	10937	audits/2026-06-04_oq71_depth_lineage	precedent `audits/2026-06-04_oq71_depth_lineage/gate2_capture.py`) and writes it to the
ISSUES.md	11031	audits/2026-08-10_oq277_rq2_crosscoding	**START AT `audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF_TWINS_AND_DRIVER.md`** (current entry
ISSUES.md	11299	audits/2026-08-10_oq277_rq2_crosscoding	pre-registration content in `audits/2026-08-10_oq277_rq2_crosscoding/verdict_grammar_amendment.md`,
ISSUES.md	11361	audits/2026-08-10_oq277_rq2_crosscoding	**GATING ARTIFACT — `audits/2026-08-10_oq277_rq2_crosscoding/SPEC_next_preregistration.md`
ISSUES.md	11378	audits/2026-08-10_oq277_rq2_crosscoding	`audits/2026-08-10_oq277_rq2_crosscoding/LETTER_2026-08-11_wu.md`).** Rebuilding the direction-(i)
ISSUES.md	11460	audits/2026-08-14_oq278_index_collision	`audits/2026-08-14_oq278_index_collision/` (`WRITEUP.md` §7, `PREREGISTRATION.md` AMENDMENT 3);
ISSUES.md	11535	audits/2026-07-24_oq153_step3_blind_pass	`build_discipline.md` headers) plus three unrelated vocabularies (`audits/2026-07-24_oq153_step3_blind_pass/key.json`
ISSUES.md	11536	audits/2026-06-16_seat_invariant_vs_prolog	where `P11`/`P5` are blind-pass *position roles*; `audits/2026-06-16_seat_invariant_vs_prolog/REPORT.md`
ISSUES.md	11589	audits/2026-08-10_oq78_idiom_close	**What is established** (`audits/2026-08-10_oq78_idiom_close/`, prereg md5
ISSUES.md	11712	audits/2026-08-10_oq78_idiom_close	(OQ-78 close, `audits/2026-08-10_oq78_idiom_close/`). The prevalence premise is retired. What
ISSUES.md	11722	audits/2026-07-11_oq186_oq188_readsite	(`shared/role_flip.py`, standing legend + glyph; `audits/2026-07-11_oq186_oq188_readsite/`) consumes
ISSUES.md	11770	audits/2026-08-12_oq283_framing_boundary_discrimination	**Status:** resolved — 2026-08-12, `audits/2026-08-12_oq283_framing_boundary_discrimination/`
ISSUES.md	12404	audits/2026-08-13_oq287_defork	`audits/2026-08-13_oq287_defork/WRITEUP.md` (`Fired: live`); commits `fb0cbb86` `e995f978` `b880c217`
ISSUES.md	12410	audits/2026-08-13_oq287_defork	ruling. Receiver's prompt owed at `audits/2026-08-13_oq287_defork/EXTRACTION_PROMPT.md`. Blocked on
ISSUES.md	12418	audits/2026-08-10_oq277_rq2_crosscoding	granularity**, because `audits/2026-08-10_oq277_rq2_crosscoding/LETTER_2026-08-11_wu.md` cites
ISSUES.md	12472	audits/2026-08-10_oq277_rq2_crosscoding	`audits/2026-08-10_oq277_rq2_crosscoding/LETTER_2026-08-11_wu.md` (filed with the evidence it
ISSUES.md	12625	audits/2026-08-13_rqd_recognition_vs_enumeration	**Status:** open — minted 2026-08-13 at the close of `audits/2026-08-13_rqd_recognition_vs_enumeration/`.
ISSUES.md	12813	audits/2026-08-14_oq278_index_collision	- **wrong under both** (4 confirmed, `audits/2026-08-14_oq278_index_collision/WRITEUP.md` §4.4).
ISSUES.md	12820	audits/2026-08-14_oq278_index_collision	`audits/2026-08-14_oq278_index_collision/LABEL_SET.tsv` — the disambiguated label set, keyed on
ISSUES.md	12850	audits/2026-08-10_oq277_rq2_crosscoding	everything under `audits/2026-08-10_oq277_rq2_crosscoding/` (the md5-frozen prereg defines
ISSUES.md	12914	audits/2026-08-17_oq251_natural_law_reachability	> Witness: `audits/2026-08-17_oq251_natural_law_reachability/probe_hva_constant.pl`.
ISSUES.md	12946	audits/2026-08-17_oq251_natural_law_reachability	`audits/2026-08-17_oq251_natural_law_reachability/audit_log.md` → Phase 3 step 13.
ISSUES.md	13109	audits/2026-08-17_oq251_natural_law_reachability	`audits/2026-08-17_oq251_natural_law_reachability/audit_log.md`.
ISSUES.md	13143	audits/2026-06-21_oq138_fsm_route_conversion	2. **`audits/2026-06-21_oq138_fsm_route_conversion/DEFERRED_CLAUSE_EVIDENCE.md`** — found by
ISSUES.md	13145	audits/2026-06-21_oq138_fsm_route_conversion	`audits/2026-06-21_oq138_fsm_route_conversion/fcr_ablation.pl:23` uses
ISSUES.md	13171	audits/2026-06-21_oq138_fsm_route_conversion	4. [ ] `audits/2026-06-21_oq138_fsm_route_conversion/DEFERRED_CLAUSE_EVIDENCE.md` — its
ISSUES.md	13302	audits/2026-08-17_giant_comp_segv_hang	**Files:** `audits/2026-08-17_giant_comp_segv_hang/` (PREREGISTRATION.md, round2_arms.sh,
ISSUES.md	13333	audits/2026-08-17_bound_dispatch_hardening	**Origin:** 2026-08-17 bound-dispatch recon (`audits/2026-08-17_bound_dispatch_hardening/`
ISSUES.md	13364	audits/2026-08-17_bound_dispatch_hardening	(`audits/2026-08-17_bound_dispatch_hardening/`).
KNOWN_STATE.md	53	audits/2026-08-17_bound_dispatch_hardening	`audits/2026-08-17_bound_dispatch_hardening/`, fix commit `6c40a0bb`).** Every clause of
KNOWN_STATE.md	74	audits/2026-08-14_oq278_index_collision	**Files:** CLAUDE.md, docs/technical/build_discipline.md, AGENTS.md, README.md, python/doc_pattern_check.py, python/pattern_citation_check.py, python/bound_sele
KNOWN_STATE.md	74	audits/2026-08-14_oq278_index_collision	**Files:** CLAUDE.md, docs/technical/build_discipline.md, AGENTS.md, README.md, python/doc_pattern_check.py, python/pattern_citation_check.py, python/bound_sele
KNOWN_STATE.md	130	audits/2026-08-14_oq278_index_collision	`audits/2026-08-14_oq278_index_collision/` (`WRITEUP.md` §7, `PREREGISTRATION.md` AMENDMENT 3);
KNOWN_STATE.md	136	audits/2026-07-25_oq66_nlwb_filter_cutover	**Files:** prolog/narrative_ontology.pl, prolog/signature_detection.pl, prolog/tests/test_oq113_dead_natural_law.pl, prolog/drl_core.pl, prolog/routing_sink.pl,
KNOWN_STATE.md	377	audits/2026-08-17_oq251_natural_law_reachability	Witness: `audits/2026-08-17_oq251_natural_law_reachability/` (WRITEUP.md, audit_log.md,
KNOWN_STATE.md	389	audits/2026-08-17_oq285_mode3_measurement_arm	`audits/2026-08-17_oq285_mode3_measurement_arm/`) — corrected by **running** the entry point, not by
KNOWN_STATE.md	462	audits/2026-08-14_cheap_confession_codraw_replication	**Files:** agent/c-orchestrator.py, python/enhanced_report.py, audits/2026-08-14_cheap_confession_codraw_replication/WRITEUP.md, ISSUES.md
KNOWN_STATE.md	497	audits/2026-08-14_cheap_confession_codraw_replication	`audits/2026-08-14_cheap_confession_codraw_replication/` (k=3 co-draw, `Fired: live`).
KNOWN_STATE.md	502	audits/2026-08-14_oq278_index_collision	**Files:** audits/2026-08-14_oq278_index_collision/WRITEUP.md, audits/2026-08-14_oq278_index_collision/PREREGISTRATION.md
KNOWN_STATE.md	502	audits/2026-08-14_oq278_index_collision	**Files:** audits/2026-08-14_oq278_index_collision/WRITEUP.md, audits/2026-08-14_oq278_index_collision/PREREGISTRATION.md
KNOWN_STATE.md	539	audits/2026-08-14_oq278_index_collision	**Corrections to OQ-278's own figures** (`audits/2026-08-14_oq278_index_collision/`,
KNOWN_STATE.md	605	audits/2026-08-13_oq287_defork	**Files:** docs/amnesiac_institution/amnesiac_institution_v0_6.md, docs/concealment/concealment_without_a_concealer_v0_4.md, docs/concealment/README.md, docs/am
KNOWN_STATE.md	605	audits/2026-08-13_oq287_defork	**Files:** docs/amnesiac_institution/amnesiac_institution_v0_6.md, docs/concealment/concealment_without_a_concealer_v0_4.md, docs/concealment/README.md, docs/am
KNOWN_STATE.md	624	audits/2026-08-13_oq287_defork	script, never prose: `audits/2026-08-13_oq287_defork/claim_digest.sh` (a prose recipe was
KNOWN_STATE.md	638	audits/2026-08-10_oq277_rq2_crosscoding	`audits/2026-08-10_oq277_rq2_crosscoding/LETTER_2026-08-11_wu.md` cites `§2.9(b)` and cannot be
KNOWN_STATE.md	647	audits/2026-08-13_oq287_defork	Provenance and full record: `audits/2026-08-13_oq287_defork/WRITEUP.md` (`Fired: live`), ISSUES
KNOWN_STATE.md	985	audits/2026-08-10_oq277_rq2_crosscoding	**Files:** `agent/uke_referee.md`, `agent/analysis/uke_audit.md`, `audits/2026-08-10_oq277_rq2_crosscoding/`
KNOWN_STATE.md	1069	audits/2026-08-12_oq283_framing_boundary_discrimination	**Files:** `docs/concealment/`, `docs/amnesiac_institution/amnesiac_institution_v0_5.md`, `docs/amnesiac_institution/amnesiac_institution_v0_6.md`, `ISSUES.md`,
KNOWN_STATE.md	1156	audits/2026-08-10_oq277_rq2_crosscoding	**Files:** `ISSUES.md`, `CLAUDE.md`, `docs/technical/build_discipline.md`, `python/audits/oq277_crosscoding_driver.py`, `python/audits/oq277_build_prereg.py`, `
KNOWN_STATE.md	1268	audits/2026-08-10_oq277_rq2_crosscoding	**Files:** `CLAUDE.md`, `docs/technical/build_discipline.md`, `audits/2026-08-10_oq277_rq2_crosscoding/packets/escape_units/PREREGISTRATION_threshold_calibratio
KNOWN_STATE.md	1307	audits/2026-08-10_oq78_idiom_close	**Files:** `ISSUES.md`, `issues/INDEX.md`, `issues/INDEX.json`, `audits/2026-08-10_oq78_idiom_close/`, `python/audits/oq78_railband_crosstab.py`, `outputs/pipel
KNOWN_STATE.md	1412	audits/2026-08-10_oq277_rq2_crosscoding	**Files:** `ISSUES.md`, `issues/INDEX.md`, `issues/INDEX.json`, `audits/2026-08-10_oq277_rq2_crosscoding/`, `docs/amnesiac_institution/amnesiac_institution_v0.3
KNOWN_STATE.md	1418	audits/2026-08-10_oq277_rq2_crosscoding	`audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF.md` — direction (ii) needs ~184 KB of
KNOWN_STATE.md	1510	audits/2026-08-09_oq151_dual_gauge	- **Audit** (`audits/2026-08-09_oq151_dual_gauge/`, prereg md5-logged pre-run, five manifests at
KNOWN_STATE.md	1555	audits/2026-08-09_oq262_coexists_severance	Full record: `audits/2026-08-09_oq262_coexists_severance/WRITEUP.md` (commits
KNOWN_STATE.md	1611	audits/2026-08-07_oq261_forced_gluing	**Files:** audits/2026-08-07_oq261_forced_gluing/, prolog/cs_kernel_registry.pl, prolog/stakeholder_seats.pl, ISSUES.md
KNOWN_STATE.md	1614	audits/2026-08-07_oq261_forced_gluing	OQ-261 closed via the R2-signed pre-registration (`audits/2026-08-07_oq261_forced_gluing/`,
KNOWN_STATE.md	1742	audits/2026-08-06_oq259_item2_tframework	**Files:** audits/2026-08-06_oq259_item2_tframework/, ISSUES.md, docs/drafts/shanahan_kritik.md
KNOWN_STATE.md	1765	audits/2026-08-06_oq259_item2_tframework	`audits/2026-08-06_oq259_item2_tframework/` (WRITEUP.md, C_RESULTS.md).
KNOWN_STATE.md	1771	audits/2026-08-06_oq259_item3_genreflag	**Files:** audits/2026-08-06_oq259_item3_genreflag/B0_TALLY.md, audits/2026-08-06_oq264_kredraw_variance/WRITEUP.md
KNOWN_STATE.md	1771	audits/2026-08-06_oq264_kredraw_variance	**Files:** audits/2026-08-06_oq259_item3_genreflag/B0_TALLY.md, audits/2026-08-06_oq264_kredraw_variance/WRITEUP.md
KNOWN_STATE.md	1783	audits/2026-08-06_oq259_item3_genreflag	`audits/2026-08-06_oq259_item3_genreflag/`). An unblinded read is a hypothesis to file
KNOWN_STATE.md	1806	audits/2026-08-06_oq259_item3_genreflag	**Files:** ISSUES.md, audits/2026-08-06_oq259_item3_genreflag/, audits/2026-08-06_oq259_item2_tframework/P2_CALIBRATION.md, docs/drafts/shanahan_kritik.md
KNOWN_STATE.md	1806	audits/2026-08-06_oq259_item2_tframework	**Files:** ISSUES.md, audits/2026-08-06_oq259_item3_genreflag/, audits/2026-08-06_oq259_item2_tframework/P2_CALIBRATION.md, docs/drafts/shanahan_kritik.md
KNOWN_STATE.md	1833	audits/2026-08-06_oq259_item2_tframework	**Files:** agent/analysis/originals/k_files/T Framework - Michigan 2026 BCFP.md, audits/2026-08-06_oq259_item2_tframework/
KNOWN_STATE.md	1844	audits/2026-08-06_oq259_item2_tframework	`audits/2026-08-06_oq259_item2_tframework/superseded_baseline_51caeb36.md`. **The new
KNOWN_STATE.md	1846	audits/2026-08-06_oq259_item2_tframework	`audits/2026-08-06_oq259_item2_tframework/WRITEUP.md`.
KNOWN_STATE.md	1852	audits/2026-08-06_oq264_kredraw_variance	**Files:** ISSUES.md, CLAUDE.md, audits/2026-08-06_oq264_kredraw_variance/, audits/2026-08-03_kritik_ingest/WRITEUP.md, python/audits/oq264_idiom_share.py
KNOWN_STATE.md	1852	audits/2026-08-03_kritik_ingest	**Files:** ISSUES.md, CLAUDE.md, audits/2026-08-06_oq264_kredraw_variance/, audits/2026-08-03_kritik_ingest/WRITEUP.md, python/audits/oq264_idiom_share.py
KNOWN_STATE.md	1855	audits/2026-08-06_oq264_kredraw_variance	Full record `audits/2026-08-06_oq264_kredraw_variance/WRITEUP.md`. Pre-registered
KNOWN_STATE.md	1897	audits/2026-08-05_oq259_emphasis_discriminator	**Files:** python/audits/emphasis_extract.py, audits/2026-08-05_oq259_emphasis_discriminator/, agent/analysis/originals/k_files/, audits/2026-08-03_kritik_inges
KNOWN_STATE.md	1897	audits/2026-08-03_kritik_ingest	**Files:** python/audits/emphasis_extract.py, audits/2026-08-05_oq259_emphasis_discriminator/, agent/analysis/originals/k_files/, audits/2026-08-03_kritik_inges
KNOWN_STATE.md	1935	audits/2026-08-03_oq258_referent_discriminator	**Files:** prompts/constraint_story_generation_prompt_json.md, prompts/constraint_story_generation_prompt.md, schemas/constraint_story_schema.json, audits/2026-
KNOWN_STATE.md	1935	audits/2026-07-27_cross_author_epsilon_probe	**Files:** prompts/constraint_story_generation_prompt_json.md, prompts/constraint_story_generation_prompt.md, schemas/constraint_story_schema.json, audits/2026-
KNOWN_STATE.md	1963	audits/2026-08-03_kritik_ingest	**Files:** audits/2026-08-03_kritik_ingest/, agent/analysis/originals/k_files/, agent/c-orchestrator.py, agent/decompose_manifests/flat/, prolog/testsets/
KNOWN_STATE.md	2004	audits/2026-07-27_cross_author_epsilon_probe	**Files:** audits/2026-07-27_cross_author_epsilon_probe/, prolog/testsets_haiku/, prolog/testsets_flash/, prolog/testsets_kimi/, prolog/testsets_sonnet/
KNOWN_STATE.md	2031	audits/2026-07-25_oq216_contract_extractor_redesign	Commit `4878df78`; evidence `audits/2026-07-25_oq216_contract_extractor_redesign/`; full
KNOWN_STATE.md	2052	audits/2026-07-25_oq254_q_provenance	Audit `audits/2026-07-25_oq254_q_provenance/`; commits `01d503aa`/`f1436bd4`/`2d7432a0`/
KNOWN_STATE.md	2097	audits/2026-07-25_oq255_seat_cost_measure	**Files:** audits/2026-07-25_oq255_seat_cost_measure/, prolog/drl_core.pl, docs/seat-theorem-v1.md, docs/deferential_realism_paper_v8.md, docs/the-few-seats-wor
KNOWN_STATE.md	2133	audits/2026-07-25_oq67_legacy_chi_retire	**Files:** prolog/drl_audit_core.pl, prolog/drl_composition.pl, prolog/stack.pl, prolog/constraint_indexing.pl, prolog/config.pl, python/sweeps/bifurcation_swee
KNOWN_STATE.md	2185	audits/2026-07-25_oq66_nlwb_filter_cutover	**Files:** prolog/narrative_ontology.pl, prolog/signature_detection.pl, ISSUES.md, audits/2026-07-25_oq66_nlwb_filter_cutover/GATE2_REWITNESS.md
KNOWN_STATE.md	2265	audits/2026-07-25_oq66_nlwb_filter_cutover	not a refit. Template: `audits/2026-07-25_oq66_nlwb_filter_cutover/nlwb_diff_harness.pl`.
KNOWN_STATE.md	2291	audits/2026-07-25_oq66_nlwb_filter_cutover	`audits/2026-07-25_oq66_nlwb_filter_cutover/RELEASE_NOTE.md`.
KNOWN_STATE.md	2324	audits/2026-07-25_oq66_nlwb_filter_cutover	Evidence: `audits/2026-07-25_oq66_nlwb_filter_cutover/FINDINGS.md`, commit `1613c3cc`.
KNOWN_STATE.md	2355	audits/2026-07-25_oq62_band_vocabulary_fork	`audits/2026-07-25_oq62_band_vocabulary_fork/CALL_SITE_CENSUS.md`):
KNOWN_STATE.md	2357	audits/2025-05-15_recon_2	or `giant_component`, and does not cite `audits/2025-05-15_recon_2/`, which had already
KNOWN_STATE.md	2541	audits/2026-07-24_oq61_header_purity_cascade	type-interaction). Audit: `audits/2026-07-24_oq61_header_purity_cascade/`.
KNOWN_STATE.md	2557	audits/2026-07-24_oq152_seat_crosssection	The three closes (reasoning in ISSUES.md; evidence in `audits/2026-07-24_oq152_seat_crosssection/` and
KNOWN_STATE.md	2558	audits/2026-07-24_oq153_step3_blind_pass	`audits/2026-07-24_oq153_step3_blind_pass/`):
KNOWN_STATE.md	2589	audits/2026-07-24_oq153_step3_blind_pass	`audits/2026-07-24_oq153_step3_blind_pass/RESULTS.md` → "PATTERN FOR THE NEXT INSTRUMENT BUILD".
KNOWN_STATE.md	2598	audits/2026-07-17_oq60_purity_absence	`audits/2026-07-17_oq60_purity_absence/*_2026-07-23.md`).
KNOWN_STATE.md	2685	audits/2026-07-23_oq232_falsifier_redesign	**Files:** docs/deferential_realism_paper_v8.md, docs/deferential_realism_paper_v6.13.1.md, ISSUES.md, audits/2026-07-23_oq232_falsifier_redesign/
KNOWN_STATE.md	2697	audits/2026-07-23_oq232_falsifier_redesign	(commit `e9ab87ac`; probe + writeup in `audits/2026-07-23_oq232_falsifier_redesign/`): the
KNOWN_STATE.md	2885	audits/2026-07-20_five_leg_twin_comparison	**Files:** prolog/testsets_kimi/, json_kimi/, prolog/beta_processed_kimi.txt, agent/run_no_scope_kimi.py, python/audits/five_leg_twin_comparison.py, audits/2026
KNOWN_STATE.md	2897	audits/2026-07-20_five_leg_twin_comparison	**Five-leg comparison** (`audits/2026-07-20_five_leg_twin_comparison/`, all 5 legs classified at one
KNOWN_STATE.md	3043	audits/2026-07-16_oq221_meter_partition	**Files:** agent/uke_narrative_orchestrator.py, ISSUES.md, audits/2026-07-16_oq221_meter_partition/
KNOWN_STATE.md	3116	audits/2026-07-13_oq214_theme_meter	**Files:** agent/uke_narrative_orchestrator.py, agent/narrative_transform/stage7.md, agent/narrative_transform/stage8.md, agent/narrative_transform/stage10.md, 
KNOWN_STATE.md	3174	audits/2026-07-13_oq219_missing_floor	**Files:** ISSUES.md, agent/narrative_transform/stage0.md, agent/uke_narrative_orchestrator.py, python/tests/test_stage2_dominance_gate.py, agent/uke_story_v0.2
KNOWN_STATE.md	3174	audits/2026-07-13_oq219_missing_floor	**Files:** ISSUES.md, agent/narrative_transform/stage0.md, agent/uke_narrative_orchestrator.py, python/tests/test_stage2_dominance_gate.py, agent/uke_story_v0.2
KNOWN_STATE.md	3200	audits/2026-07-13_oq219_missing_floor	**Files:** ISSUES.md, agent/narrative_transform/stage2.md, audits/2026-07-13_oq219_missing_floor/READOUT_datum_stone.md, audits/2026-07-13_oq219_missing_floor/R
KNOWN_STATE.md	3200	audits/2026-07-13_oq219_missing_floor	**Files:** ISSUES.md, agent/narrative_transform/stage2.md, audits/2026-07-13_oq219_missing_floor/READOUT_datum_stone.md, audits/2026-07-13_oq219_missing_floor/R
KNOWN_STATE.md	3223	audits/2026-07-13_oq219_missing_floor	**Files:** ISSUES.md, audits/2026-07-13_oq219_missing_floor/PROPOSAL.md, audits/2026-07-13_oq219_missing_floor/TRIAGE.md, agent/narrative_transform/originals/
KNOWN_STATE.md	3223	audits/2026-07-13_oq219_missing_floor	**Files:** ISSUES.md, audits/2026-07-13_oq219_missing_floor/PROPOSAL.md, audits/2026-07-13_oq219_missing_floor/TRIAGE.md, agent/narrative_transform/originals/
KNOWN_STATE.md	3260	audits/2026-07-12_oq217_consensus_tightening	insufficiency; full named table `audits/2026-07-12_oq217_consensus_tightening/README.md`);
KNOWN_STATE.md	3274	audits/2026-07-12_oq218_scored_snare	**Files:** ISSUES.md, audits/2026-07-12_oq218_scored_snare/READOUT_STAGE2.md, agent/uke_story_v0.2.md, docs/the_taught_hole.md
KNOWN_STATE.md	3290	audits/2026-07-12_oq218_scored_snare	**Files:** ISSUES.md, agent/uke_narrative_orchestrator.py, audits/2026-07-12_oq218_scored_snare/READOUT_STAGE2.md
KNOWN_STATE.md	3342	audits/2026-07-12_oq218_scored_snare	**Files:** ISSUES.md, audits/2026-07-12_oq218_scored_snare/READOUT_STAGE2.md, agent/uke_narrative_orchestrator.py
KNOWN_STATE.md	3409	audits/2026-07-12_oq218_scored_snare	(`audits/2026-07-12_oq218_scored_snare/PROPOSAL.md`, commit `b2c2c542`). Improvement executed
KNOWN_STATE.md	3480	audits/2026-07-12_oq207_stakeholder_h1	`audits/2026-07-12_oq207_stakeholder_h1/`: 0 spectrum violations / 1,316 numbered H¹s,
KNOWN_STATE.md	3490	audits/2026-07-12_oq215_arm3_variance	**Files:** agent/uke_narrative_orchestrator.py, python/audits/oq215_arm3_variance.py, audits/2026-07-12_oq215_arm3_variance/
KNOWN_STATE.md	3504	audits/2026-07-12_oq215_arm3_variance	close-out. Readout: `audits/2026-07-12_oq215_arm3_variance/READOUT.md`.
KNOWN_STATE.md	3507	audits/2026-07-12_oq215_arm2_d9_control	**Files:** agent/uke_narrative_orchestrator.py, agent/narrative_transform/stories/the-empty-pan_rev2.md, audits/2026-07-12_oq215_arm2_d9_control/
KNOWN_STATE.md	3526	audits/2026-07-12_oq215_arm2_d9_control	D9 adversarial-obligation fix (awaiting ruling): `audits/2026-07-12_oq215_arm2_d9_control/`.
KNOWN_STATE.md	3617	audits/2026-07-11_oq186_oq188_readsite	read-site fix, all in `audits/2026-07-11_oq186_oq188_readsite/`.
KNOWN_STATE.md	3655	audits/2026-07-06_oq213a_twin_sonnet_leg	Witnesses V1–V4 (split behavior-preservation, partition closure, delta-trace, ingestion): `audits/2026-07-06_oq213a_twin_sonnet_leg/`. Leg JSONs are at HEAD and
KNOWN_STATE.md	3665	audits/2026-07-04_oq88_false_mountain_detector	**Files:** python/audits/oq88_false_mountain_detector.py, ISSUES.md, audits/2026-07-04_oq88_false_mountain_detector/
KNOWN_STATE.md	3670	audits/2026-07-04_oq88_false_mountain_detector	Full record + TWINS_ADDENDUM.md + KERNEL_V1_ADDENDUM.md + FINDINGS.md post-review amendments: `audits/2026-07-04_oq88_false_mountain_detector/`.
KNOWN_STATE.md	3673	audits/2026-07-04_twin_conditioned	**Files:** python/audits/twin_comparison.py, ISSUES.md, audits/2026-07-04_twin_conditioned/
KNOWN_STATE.md	3682	audits/2026-07-04_twin_conditioned	`audits/2026-07-04_twin_conditioned/unconditioned_bbf5c92/`; an (a)-style drag claim needs the
KNOWN_STATE.md	3688	audits/2026-07-04_oq140_divergence_characterization	**Files:** ISSUES.md, prolog/routing_sink.pl, python/audits/oq140_divergence_extract.py, audits/2026-07-04_oq140_divergence_characterization/
KNOWN_STATE.md	3692	audits/2026-07-04_oq140_divergence_characterization	Scope pin: kind name + counts valid only at `route_address/5` HEAD `7762b2c0` (OQ-211 carries it, bundled_with OQ-138). Controls: emit-independence byte-agreeme
KNOWN_STATE.md	3710	audits/2026-07-02_oq193_giant_comp_ruling	Witnessed (testsets): 68 sibling edges stripped; pooled giant 12/72 → stratum 9/95; `same_kernel_edges_surviving=0` (cross_kernel label HONEST); node set = 119 
KNOWN_STATE.md	3718	audits/2026-07-04_oq75b_grain_probe	Pre-registered grain arms over the tranche-1 registry (10 kernels, 42 pairs, both legs; `audits/2026-07-04_oq75b_grain_probe/`): one refinement step throws LARG
KNOWN_STATE.md	3732	audits/2026-07-03_oq72_concept_key_pilot	OQ-72 closed at the scoped altitude "mechanism demonstrated" (mixed 10-kernel pilot; `audits/2026-07-03_oq72_concept_key_pilot/` WRITEUP.md has the control tabl
KNOWN_STATE.md	3736	audits/2026-07-03_oq03_self_application	**Files:** ISSUES.md, audits/2026-07-03_oq03_self_application/
KNOWN_STATE.md	3740	audits/2026-07-03_oq03_self_application	Datum: operator ran `docs/deferential_realism_paper_v8.md` through c-orchestrator same day (5 stories, commit `72ab7663`, manifest n=128) — seat-indexed plurali
KNOWN_STATE.md	3745	audits/2026-07-03_oq205_build	**Files:** prolog/constraint_indexing.pl, prolog/boltzmann_compliance.pl, prolog/narrative_ontology.pl, prolog/data_validation.pl, prolog/json_report.pl, prolog
KNOWN_STATE.md	3748	audits/2026-07-03_oq205_build	Build U1–U11 landed same-day as the spec (commits `e9041905`…close; unit→commit map + transcripts: `audits/2026-07-03_oq205_build/README.md`); all five §9 gradu
KNOWN_STATE.md	3754	audits/2026-07-03_oq205_epsilon_census	**Files:** docs/design/epsilon_declaration_discipline.md, docs/design/design_discipline.md, ISSUES.md, audits/2026-07-03_oq205_epsilon_census/
KNOWN_STATE.md	3758	audits/2026-07-03_oq205_epsilon_census	Census (`audits/2026-07-03_oq205_epsilon_census/`, 4 legs, planted control PASS): flash authors ε exactly ON thresholds 218/960; the (0.45,0.46) interval is EMP
KNOWN_STATE.md	3764	audits/2026-07-02_oq138_fnl_evidence	**Files:** prolog/signature_detection.pl, prolog/config.pl, prolog/config_schema.pl, prolog/abductive_helpers.pl, prolog/maxent_classifier.pl, ISSUES.md, audits
KNOWN_STATE.md	3775	audits/2026-07-03_oq87_twins_ca3	**Files:** ISSUES.md, audits/2026-07-03_oq87_twins_ca3/, prompts/constraint_story_generation_prompt_DRIFTNEUTRAL.md
KNOWN_STATE.md	3777	audits/2026-07-03_oq87_twins_ca3	Pre-registered read-only run (PLAN.md committed before any arm; four serialized swipl runs: kernel_v1 906-pool / testsets 89 / haiku 960 / flash 960; seven cont
KNOWN_STATE.md	3787	audits/2026-06-21_oq138_fsm_route_conversion	**Files:** ISSUES.md, audits/2026-06-21_oq138_fsm_route_conversion/CIROPE_RED_ADJUDICATION.md, audits/2026-07-02_oq138_fnl_evidence/, audits/2026-07-02_oq193_gi
KNOWN_STATE.md	3787	audits/2026-07-02_oq138_fnl_evidence	**Files:** ISSUES.md, audits/2026-06-21_oq138_fsm_route_conversion/CIROPE_RED_ADJUDICATION.md, audits/2026-07-02_oq138_fnl_evidence/, audits/2026-07-02_oq193_gi
KNOWN_STATE.md	3787	audits/2026-07-02_oq193_giant_comp_ruling	**Files:** ISSUES.md, audits/2026-06-21_oq138_fsm_route_conversion/CIROPE_RED_ADJUDICATION.md, audits/2026-07-02_oq138_fnl_evidence/, audits/2026-07-02_oq193_gi
KNOWN_STATE.md	3787	audits/2026-07-02_oq75_stage2_preflight	**Files:** ISSUES.md, audits/2026-06-21_oq138_fsm_route_conversion/CIROPE_RED_ADJUDICATION.md, audits/2026-07-02_oq138_fnl_evidence/, audits/2026-07-02_oq193_gi
KNOWN_STATE.md	3791	audits/2026-07-02_oq138_fnl_evidence	- **OQ-138 false_natural_law — WITNESSED + RULED CONVERT (build OWED, not started).** 4-leg census (testsets 1 inert / haiku 13, 6 changed / flash 8, 8 changed 
KNOWN_STATE.md	3792	audits/2026-07-02_oq193_giant_comp_ruling	- **OQ-193 giant_comp — RULED (c) additive provenance split (topology ruling, report-build OWED).** 3-leg ripple confirmed at HEAD (giant 12→9 / 549→47 / 334→70
KNOWN_STATE.md	3793	audits/2026-07-02_oq75_stage2_preflight	- **OQ-75 Stage-2 — RULED SCOPED GO (a).** Part (a) diff-distribution authorized; part (b) cross-axis correlation (the OQ's headline staked falsifier) stays UNT
KNOWN_STATE.md	3804	audits/2026-07-02_oq195_general_n_gap	**Files:** docs/h1_gap_spectrum_general_n.md, python/audits/oq195_h1_spectrum_check.py, prolog/tests/test_h1_spectrum.pl, prolog/grothendieck_cohomology.pl, doc
