
====================================================
   STRUCTURAL ANALYSIS STACK INITIALIZED             
====================================================
Control:    Scenario Manager Active
Usage:      run_scenario('file.pl', interval_id).
====================================================
LOAD	960
CTRL_GROUND_FACTS	2037
GROUND	rogers_commission_findings__engineering_absolute_threshold	[conventional,deontological]
GROUND	rogers_commission_findings__management_compliance_narrative	[conventional,instrumental]
GROUND	rome_statute_jurisdiction__hybrid_complementarity_reading	[conventional,deontological]
GROUND	rome_statute_jurisdiction__sovereigntist_reading	[conventional,conventional]
GROUND	rome_statute_jurisdiction__universalist_reading	[deontological,deontological]
GROUND	sacrifice_commandment__archive_maintenance	[theological,theological]
GROUND	sacrifice_commandment__performance_only	[deontological,deontological]
GROUND	sacrifice_commandment__study_as_performance	[deontological,deontological]
GROUND	sacrifice_obligation_continuity__archival_preservation	[deontological,deontological]
GROUND	sacrifice_obligation_continuity__messianic_suspension	[deontological,theological]
GROUND	sacrifice_obligation_continuity__performance_only	[conventional,deontological,theological]
GROUND	sacrifice_obligation_continuity__study_as_performance	[conventional,deontological]
GROUND	sacrifice_obligation_kernel__messianic_suspension_reading	[instrumental,theological]
GROUND	sacrifice_obligation_kernel__performance_only_reading	[deontological,deontological]
GROUND	sacrifice_obligation_kernel__study_as_exercise_reading	[deontological,deontological]
GROUND	sacrifice_obligation_kernel__symbolic_archive_reading	[conventional,deontological]
GROUND	salic_prohibition__cognatic_reversion_reading	[conventional,deontological]
GROUND	salic_prohibition__immutable_mandate_reading	[empirically_contingent,theological]
GROUND	salic_prohibition__sovereign_override_reading	[conventional,deontological]
GROUND	script_as_identity__kemalist_rupture_reading	[instrumental,instrumental]
GROUND	script_as_identity__ottoman_continuity_reading	[deontological,empirically_contingent]
GROUND	script_as_identity__phonetic_instrumentalism_reading	[empirically_contingent,instrumental]
GROUND	secession_legitimacy_boundary__grievance_threshold_reading	[deontological,empirically_contingent]
GROUND	secession_legitimacy_boundary__popular_sovereignty_reading	[deontological,deontological]
GROUND	secession_legitimacy_boundary__treaty_primacy_reading	[deontological,empirically_contingent]
GROUND	second_amendment_arms_right__civic_republican_reading	[deontological,deontological]
GROUND	second_amendment_arms_right__collective_right_reading	[deontological,empirically_contingent]
GROUND	second_amendment_arms_right__individual_right_reading	[conventional,deontological]
GROUND	second_amendment_boundary__individual_right_reading	[empirically_contingent,empirically_contingent]
GROUND	second_amendment_boundary__insurrectionist_reading	[deontological,empirically_contingent]
GROUND	second_amendment_boundary__militia_conditioned_reading	[conventional,deontological]
GROUND	second_amendment_scope__civic_right_reading	[deontological,empirically_contingent]
GROUND	second_amendment_scope__collective_right_reading	[deontological,empirically_contingent]
GROUND	second_amendment_scope__individual_right_reading	[deontological,empirically_contingent]
GROUND	second_amendment_text__collective_security_reading	[deontological,instrumental]
GROUND	second_amendment_text__individual_right_reading	[conventional,deontological]
GROUND	second_amendment_text__originalist_civic_virtue_reading	[deontological,empirically_contingent]
GROUND	separation_of_powers_text__formalist_reading	[conventional,deontological]
GROUND	separation_of_powers_text__functionalist_reading	[deontological,empirically_contingent]
GROUND	separation_of_powers_text__unitary_executive_reading	[deontological,empirically_contingent]
GROUND	sex_gender_category__biology_reading	[deontological,empirically_contingent]
GROUND	sex_gender_category__hybrid_reading	[conventional,deontological]
GROUND	shinbutsu_coexistence_commitment__domain_partition_reading	[conventional,instrumental]
GROUND	shinbutsu_coexistence_commitment__incoherent_bundle_reading	[empirically_contingent,empirically_contingent]
GROUND	shinbutsu_coexistence_commitment__syncretic_fusion_reading	[theological,theological]
GROUND	shinbutsu_ontological_commitment__partition_reading	[conventional,instrumental]
GROUND	shinbutsu_ontological_commitment__syncretic_reading	[conventional,deontological]
GROUND	shinbutsu_ontological_substrate__domain_partition_reading	[conventional,instrumental]
GROUND	shinbutsu_ontological_substrate__incoherent_bundle_reading	[empirically_contingent,instrumental]
GROUND	shinbutsu_ontological_substrate__syncretic_fusion_reading	[deontological,deontological]
GROUND	simultaneous_veneration__domain_partition_reading	[conventional,instrumental]
GROUND	simultaneous_veneration__ontological_fusion_reading	[deontological,instrumental]
GROUND	simultaneous_veneration__pragmatic_incoherence_reading	[empirically_contingent,instrumental]
GROUND	software_control_legitimacy__commons_reading	[deontological,instrumental]
GROUND	software_control_legitimacy__freedom_imperative_reading	[deontological,deontological]
GROUND	software_control_legitimacy__pragmatic_openness_reading	[empirically_contingent,instrumental]
GROUND	software_control_legitimacy__property_rights_reading	[conventional,deontological,instrumental]
GROUND	software_source_status__freedom_imperative_reading	[deontological,deontological]
GROUND	software_source_status__pragmatic_development_reading	[empirically_contingent,instrumental]
GROUND	software_source_status__property_rights_reading	[deontological,empirically_contingent]
GROUND	software_source_status__utilitarian_hybrid_reading	[empirically_contingent,instrumental]
GROUND	sovereign_legitimacy__constitutional_hybrid_reading	[conventional,deontological,instrumental]
GROUND	sovereign_legitimacy__monarchical_reading	[conventional,deontological,theological]
GROUND	sovereign_legitimacy__republican_reading	[deontological,empirically_contingent,instrumental]
GROUND	speech_harm_boundary__absolutist_reading	[deontological,deontological]
GROUND	speech_harm_boundary__dignity_reading	[deontological,empirically_contingent]
GROUND	speech_harm_boundary__harm_balancing_reading	[deontological,instrumental]
GROUND	speech_protection_boundary__absolutist_reading	[deontological,empirically_contingent]
GROUND	speech_protection_boundary__balancing_reading	[deontological,deontological]
GROUND	speech_protection_boundary__harm_limited_reading	[deontological,deontological]
GROUND	speech_protection_kernel__democratic_participation_reading	[deontological,deontological]
GROUND	speech_protection_kernel__dignity_reading	[deontological,empirically_contingent]
GROUND	speech_protection_kernel__harm_threshold_reading	[deontological,empirically_contingent]
GROUND	speech_protection_kernel__marketplace_reading	[empirically_contingent,empirically_contingent]
GROUND	state_commitment_installation_mechanism__endogenous_climb_reading	[empirically_contingent,empirically_contingent]
GROUND	state_commitment_installation_mechanism__exogenous_imposition_reading	[deontological,instrumental]
GROUND	state_commitment_installation_mechanism__hybrid_cascade_reading	[empirically_contingent,empirically_contingent]
GROUND	state_execution_authority__abolition_reading	[deontological,deontological]
GROUND	state_execution_authority__deterrence_reading	[empirically_contingent,empirically_contingent]
GROUND	state_execution_authority__retributive_reading	[deontological,deontological]
GROUND	state_killing_authority__categorical_abolition	[deontological,deontological]
GROUND	state_killing_authority__deterrence_instrument	[deontological,empirically_contingent]
GROUND	state_killing_authority__retributive_desert	[deontological,deontological]
GROUND	state_killing_legitimacy__deterrence_reading	[empirically_contingent,instrumental]
GROUND	state_killing_legitimacy__retributive_reading	[deontological,deontological]
GROUND	statute_of_anne_ip_foundation__conceptual_emergence_reading	[conventional,conventional]
GROUND	statute_of_anne_ip_foundation__institutional_reallocation_reading	[conventional,empirically_contingent]
GROUND	statutory_debt_ceiling__constitutional_nullity_reading	[deontological,deontological]
GROUND	statutory_debt_ceiling__extraction_snare_reading	[empirically_contingent,empirically_contingent]
GROUND	stone_land_use_rule__behavioral_competence	[conventional,empirically_contingent]
GROUND	stone_land_use_rule__commemorative_husk	[conventional,deontological]
GROUND	structural_adjustment_conditionalities__creditor_coordination_reading	[deontological,empirically_contingent]
GROUND	structural_adjustment_conditionalities__debtor_extraction_reading	[empirically_contingent,empirically_contingent]
GROUND	structural_adjustment_conditionalities__hybrid_selectivity_reading	[deontological,empirically_contingent]
GROUND	substance_control_authority__harm_reduction_reading	[deontological,empirically_contingent]
GROUND	substance_control_authority__legalization_reading	[deontological,empirically_contingent]
GROUND	substance_control_authority__prohibition_reading	[empirically_contingent,empirically_contingent]
GROUND	substance_control_kernel__harm_reduction_reading	[deontological,empirically_contingent]
GROUND	substance_control_kernel__legalization_reading	[deontological,instrumental]
GROUND	substance_control_kernel__prohibition_reading	[deontological,empirically_contingent]
GROUND	substance_control_legitimacy__harm_reduction_reading	[deontological,empirically_contingent,empirically_contingent]
GROUND	substance_control_legitimacy__legalization_reading	[deontological,deontological]
GROUND	substance_control_legitimacy__prohibition_reading	[deontological,empirically_contingent]
GROUND	supermajority_threshold__adaptive_gradient_reading	[empirically_contingent,instrumental]
GROUND	supermajority_threshold__consensus_safeguard_reading	[deontological,instrumental]
GROUND	supermajority_threshold__minoritarian_veto_reading	[deontological,empirically_contingent]
GROUND	takings_clause_boundary__categorical_takings_reading	[deontological,instrumental]
GROUND	takings_clause_boundary__physical_appropriation_reading	[conventional,deontological]
GROUND	takings_clause_boundary__regulatory_takings_reading	[conventional,deontological]
GROUND	tcp_ip_interpretation__neutrality_reading	[deontological,instrumental]
GROUND	tcp_ip_interpretation__prioritization_reading	[conventional,empirically_contingent]
GROUND	tcp_ip_interpretation__zero_rating_reading	[conventional,empirically_contingent]
GROUND	technology_legitimacy_kernel__precautionary_reading	[deontological,deontological]
GROUND	technology_legitimacy_kernel__reliability_primacy_reading	[empirically_contingent,instrumental]
GROUND	technology_legitimacy_kernel__velocity_primacy_reading	[empirically_contingent,empirically_contingent]
GROUND	technology_reformation_causality__beneficiary_agency_reading	[empirically_contingent,empirically_contingent]
GROUND	technology_reformation_causality__co_constitution_reading	[deontological,instrumental]
GROUND	technology_reformation_causality__technological_determinism_reading	[empirically_contingent,empirically_contingent]
GROUND	temple_sacrifice_commitment__hybrid_preparatory	[deontological,deontological]
GROUND	temple_sacrifice_commitment__performance_only	[conventional,deontological]
GROUND	temple_sacrifice_commitment__study_as_exercise	[conventional,deontological]
GROUND	temple_sacrifice_commitment__symbolic_transformation	[conventional,deontological,empirically_contingent]
GROUND	temple_sacrifice_obligation__messianic_suspension	[deontological,theological]
GROUND	temple_sacrifice_obligation__study_as_archiving	[conventional,deontological]
GROUND	temple_sacrifice_obligation__study_as_occupation	[conventional,deontological]
GROUND	tenure_contract__academic_freedom_reading	[empirically_contingent,instrumental]
GROUND	tenure_contract__demographic_reproduction_reading	[deontological,empirically_contingent]
GROUND	tenure_contract__institutional_extraction_reading	[deontological,empirically_contingent]
GROUND	territorial_legitimacy__indigenous_continuity_reading	[deontological,deontological,deontological]
GROUND	territorial_legitimacy__partition_reading	[conventional,instrumental]
GROUND	territorial_legitimacy__security_necessity_reading	[empirically_contingent,instrumental]
GROUND	territorial_legitimacy_dual__palestinian_autochthony_reading	[deontological,deontological,deontological]
GROUND	territorial_legitimacy_dual__two_state_coexistence_reading	[conventional,instrumental]
GROUND	territorial_legitimacy_dual__zionist_refuge_reading	[conventional,empirically_contingent,instrumental,theological]
GROUND	territorial_sovereignty_legitimacy__covenant_continuity_reading	[conventional,theological]
GROUND	territorial_sovereignty_legitimacy__existential_matrix_reading	[empirically_contingent,empirically_contingent]
GROUND	territorial_sovereignty_legitimacy__self_determination_reading	[deontological,empirically_contingent]
GROUND	tordesillas_demarcation_kernel__portuguese_exploration_legitimation	[conventional,deontological]
GROUND	tordesillas_demarcation_kernel__spanish_conquest_legitimation	[conventional,theological]
GROUND	total_war_possibility_space__deterrence_equilibrium_reading	[empirically_contingent,instrumental]
GROUND	total_war_possibility_space__nuclear_taboo_reading	[deontological,deontological]
GROUND	total_war_possibility_space__space_contraction_reading	[empirically_contingent,empirically_contingent]
GROUND	total_war_reachability_boundary__contingent_reachability_reading	[empirically_contingent,instrumental]
GROUND	total_war_reachability_boundary__contraction_reading	[deontological,empirically_contingent]
GROUND	total_war_reachability_boundary__dropping_reading	[deontological,empirically_contingent]
GROUND	total_war_winnability_post1945__normative_reading_drop	[conventional,empirically_contingent]
GROUND	total_war_winnability_post1945__strategic_culture_drift	[empirically_contingent,instrumental]
GROUND	total_war_winnability_post1945__structural_contraction_reading	[deontological,empirically_contingent]
GROUND	transition_causality__contingent_choice_reading	[deontological,empirically_contingent,empirically_contingent]
GROUND	transition_causality__hybrid_trigger_reading	[empirically_contingent,empirically_contingent]
GROUND	transition_causality__overdetermined_collapse_reading	[empirically_contingent,empirically_contingent]
GROUND	treaty_authority_cession__crown_cession_reading	[conventional,conventional,empirically_contingent]
GROUND	treaty_authority_cession__rangatiratanga_retention_reading	[conventional,deontological,empirically_contingent,instrumental]
GROUND	treaty_authority_cession__retrospective_snare_exposure	[deontological,deontological]
GROUND	trips_agreement_interpretive_kernel__dispute_settlement_interpretive_authority	[conventional,instrumental]
GROUND	trips_agreement_interpretive_kernel__public_health_flexibility_reading	[deontological,deontological]
GROUND	trips_agreement_interpretive_kernel__strong_exclusivity_reading	[empirically_contingent,instrumental]
GROUND	tsunami_stone_commitment__behavioral_competence_reading	[empirically_contingent,empirically_contingent]
GROUND	tsunami_stone_commitment__catastrophe_validation_axis	[empirically_contingent,empirically_contingent]
GROUND	tsunami_stone_commitment__commemorative_husk_reading	[conventional,empirically_contingent]
GROUND	turkish_graphemic_substrate__gradual_transition_reading	[empirically_contingent,instrumental,instrumental]
GROUND	turkish_graphemic_substrate__ottoman_continuity_reading	[conventional,deontological]
GROUND	turkish_graphemic_substrate__secular_nationalist_reading	[deontological,deontological,empirically_contingent]
GROUND	udhr_article_3__positive_entitlement_reading	[deontological,deontological]
GROUND	udhr_article_3__procedural_hybrid_reading	[conventional,instrumental]
GROUND	udhr_authority__aspirational_sovereignty_reading	[conventional,deontological]
GROUND	udhr_authority__binding_universalism_reading	[deontological,deontological]
GROUND	udhr_authority__customary_emergence_reading	[deontological,empirically_contingent]
GROUND	unclos_maritime_sovereignty__expansive_construction_reading	[conventional,conventional]
GROUND	unclos_maritime_sovereignty__hybrid_effective_control_reading	[deontological,instrumental]
GROUND	unclos_maritime_sovereignty__strict_geographic_reading	[conventional,instrumental]
GROUND	unclos_sovereignty_boundary__historical_rights_reading	[deontological,empirically_contingent]
GROUND	unclos_sovereignty_boundary__non_ratifier_enforcement_reading	[conventional,empirically_contingent,instrumental]
GROUND	unclos_sovereignty_boundary__strict_eez_reading	[conventional,instrumental]
GROUND	unconditional_income_support__dependency_trap_reading	[empirically_contingent,empirically_contingent]
GROUND	unconditional_income_support__freedom_floor_reading	[empirically_contingent,empirically_contingent,instrumental]
GROUND	unconditional_income_support__universality_paradox_reading	[conventional,deontological,empirically_contingent]
GROUND	unsc_242_withdrawal_clause__interpretive_authority_structure	[conventional,empirically_contingent]
GROUND	unsc_242_withdrawal_clause__maximal_withdrawal_reading	[conventional,deontological]
GROUND	unsc_242_withdrawal_clause__partial_withdrawal_reading	[deontological,empirically_contingent]
GROUND	us_constitution_1787__living_reading	[conventional,deontological]
GROUND	us_constitution_1787__originalist_reading	[deontological,empirically_contingent]
GROUND	us_constitution_1787__positivist_reading	[conventional,conventional]
GROUND	us_constitution_interpretive__living_constitution_reading	[empirically_contingent,instrumental]
GROUND	us_constitution_interpretive__originalist_reading	[deontological,empirically_contingent]
GROUND	us_constitution_interpretive__popular_constitutionalism_reading	[deontological,instrumental]
GROUND	us_constitution_meaning__living_constitutionalist_reading	[conventional,deontological,empirically_contingent]
GROUND	us_constitution_meaning__originalist_reading	[conventional,empirically_contingent]
GROUND	us_constitution_meaning__positivist_reading	[conventional,conventional]
GROUND	us_constitution_text__living_constitutionalist_reading	[deontological,empirically_contingent]
GROUND	us_constitution_text__originalist_reading	[deontological,empirically_contingent]
GROUND	us_constitution_text__positivist_reading	[conventional,deontological]
GROUND	usul_al_fiqh_method__hanafi_reading	[deontological,instrumental]
GROUND	usul_al_fiqh_method__hanbali_reading	[deontological,empirically_contingent]
GROUND	usul_al_fiqh_method__maliki_reading	[deontological,instrumental]
GROUND	usul_al_fiqh_method__shafii_reading	[deontological,empirically_contingent]
GROUND	vaccine_mandate_balance__bodily_autonomy_primary	[deontological,deontological]
GROUND	vaccine_mandate_balance__proportionality_reading	[deontological,deontological]
GROUND	vaccine_mandate_balance__public_health_primary	[deontological,deontological]
GROUND	vaccine_mandate_legitimacy__bodily_autonomy_primacy_reading	[deontological,deontological]
GROUND	vaccine_mandate_legitimacy__public_health_primacy_reading	[deontological,empirically_contingent]
GROUND	vaccine_mandate_legitimacy__risk_stratification_reading	[deontological,deontological,empirically_contingent]
GROUND	valuation_legitimacy__dcf_fundamentalist	[deontological,empirically_contingent]
GROUND	valuation_legitimacy__governance_skeptic	[deontological,deontological,empirically_contingent]
GROUND	valuation_legitimacy__musk_cult_believer	[empirically_contingent,empirically_contingent]
GROUND	valuation_legitimacy__real_options_technologist	[empirically_contingent,empirically_contingent]
GROUND	vatican_ii_authority__composite_overdetermination_reading	[deontological,empirically_contingent,empirically_contingent]
GROUND	vatican_ii_authority__continuity_reading	[instrumental,theological]
GROUND	vatican_ii_authority__rupture_reading	[deontological,empirically_contingent]
GROUND	vatican_ii_doctrinal_authority__composite_overdetermination_reading	[empirically_contingent,empirically_contingent]
GROUND	vatican_ii_doctrinal_authority__continuity_reading	[conventional,deontological]
GROUND	vatican_ii_doctrinal_authority__rupture_progressive_reading	[conventional,deontological]
GROUND	vatican_ii_doctrinal_authority__rupture_traditionalist_reading	[deontological,empirically_contingent]
GROUND	vatican_ii_magisterial_authority__composite_overdetermination_reading	[deontological,empirically_contingent,empirically_contingent]
GROUND	vatican_ii_magisterial_authority__continuity_reading	[deontological,empirically_contingent]
GROUND	vatican_ii_magisterial_authority__rupture_reading	[deontological,deontological]
GROUND	vedic_corpus_social_prescription__orthodox_varna_reading	[conventional,theological]
GROUND	vedic_corpus_social_prescription__reformist_spiritual_reading	[deontological,empirically_contingent]
GROUND	vedic_dharmic_corpus__bhakti_devotional_reading	[deontological,empirically_contingent]
GROUND	vedic_dharmic_corpus__hereditary_monopoly_reading	[deontological,empirically_contingent]
GROUND	vedic_dharmic_corpus__reformist_egalitarian_reading	[deontological,empirically_contingent,empirically_contingent]
GROUND	versailles_reparations_clauses__limited_responsibility_reading	[conventional,instrumental]
GROUND	versailles_reparations_clauses__punitive_liability_reading	[deontological,empirically_contingent]
GROUND	versailles_reparations_clauses__repudiation_reading	[deontological,deontological]
GROUND	waitangi_sovereignty_allocation__crown_sovereignty_reading	[conventional,empirically_contingent]
GROUND	waitangi_sovereignty_allocation__partnership_reading	[conventional,deontological]
GROUND	waitangi_sovereignty_allocation__rangatiratanga_reading	[deontological,deontological]
GROUND	war_powers_allocation__congressional_primacy_reading	[deontological,deontological]
GROUND	war_powers_allocation__functional_accommodation_reading	[empirically_contingent,instrumental]
GROUND	war_powers_allocation__inherent_executive_reading	[deontological,instrumental]
GROUND	war_winnability_post_1945__countervailing_thinkable	[empirically_contingent,instrumental]
GROUND	war_winnability_post_1945__deterrence_unthinkable	[deontological,empirically_contingent]
GROUND	war_winnability_post_1945__rhetorical_contraction	[conventional,empirically_contingent]
GROUND	westphalia_sovereignty__absolute_non_intervention	[conventional,deontological]
GROUND	westphalia_sovereignty__conditional_responsibility	[deontological,empirically_contingent]
GROUND	westphalia_sovereignty__graded_sovereignty	[deontological,instrumental]
GROUND	westphalian_sovereignty__absolute_sovereignty	[conventional,deontological]
GROUND	westphalian_sovereignty__conditional_sovereignty	[deontological,empirically_contingent]
GROUND	westphalian_sovereignty__graduated_sovereignty	[empirically_contingent,instrumental]
GROUND	woman_category__gender_identity_reading	[deontological,deontological]
GROUND	woman_category__intersex_accommodation_reading	[deontological,empirically_contingent]
GROUND	woman_category__sex_biology_reading	[empirically_contingent,instrumental]
GROUND	woman_female_category__gender_identity_reading	[deontological,empirically_contingent]
GROUND	woman_female_category__hybrid_contextual_reading	[conventional,instrumental]
GROUND	woman_female_category__sex_biology_reading	[deontological,empirically_contingent]
GROUND	wto_dsb_authority__advisory_coordination_reading	[conventional,deontological]
GROUND	wto_dsb_authority__binding_referee_reading	[deontological,empirically_contingent]
GROUND	wto_dsb_authority__judicial_activism_reading	[conventional,deontological]
GROUND	wto_treaty_framework__developmental_reading	[deontological,deontological,empirically_contingent]
GROUND	wto_treaty_framework__market_access_reading	[conventional,conventional,instrumental]
GROUND	zero_as_number_entry__contingent_thinkability_reading	[empirically_contingent,empirically_contingent]
GROUND	zero_as_number_entry__hybrid_scaffolding_reading	[empirically_contingent,empirically_contingent]
GROUND	zero_as_number_entry__universal_discovery_reading	[deontological,empirically_contingent]
GROUND	zero_mathematical_status__number_reading	[empirically_contingent,empirically_contingent]
GROUND	zionist_legitimacy_basis__religious_restoration_reading	[theological,theological]
GROUND	zionist_legitimacy_basis__settler_colonial_reading	[deontological,empirically_contingent]
OBSTRUCT	abrahamic_covenant	real_closure
OBSTRUCT	acceptable_risk_energy	licensed_plurality
OBSTRUCT	acceptable_risk_for_energy	real_closure
OBSTRUCT	ai_alignment_commitment	licensed_plurality
OBSTRUCT	ai_alignment_priority	licensed_plurality
OBSTRUCT	ai_dignity_safeguarding	real_closure
OBSTRUCT	ai_governance_legitimacy	real_closure
OBSTRUCT	ai_human_relationship	real_closure
OBSTRUCT	ai_risk_governance_priority	licensed_plurality
OBSTRUCT	ai_risk_prioritization	licensed_plurality
OBSTRUCT	ai_safety_commitment	real_closure
OBSTRUCT	all_men_created_equal	real_closure
OBSTRUCT	aneyoshi_land_use_prohibition	licensed_plurality
OBSTRUCT	aneyoshi_stone_commitment	real_closure
OBSTRUCT	aneyoshi_stone_directive	licensed_plurality
OBSTRUCT	animal_moral_status	real_closure
OBSTRUCT	animal_status	real_closure
OBSTRUCT	animal_status_kernel	licensed_plurality
OBSTRUCT	anthropological_record	real_closure
OBSTRUCT	article17_erasure_right	licensed_plurality
OBSTRUCT	article_17_complementarity	licensed_plurality
OBSTRUCT	article_27_veto_power	licensed_plurality
OBSTRUCT	article_2_7_chapter_vii_tension	real_closure
OBSTRUCT	article_51_self_defense	real_closure
OBSTRUCT	article_9_war_renunciation	real_closure
OBSTRUCT	balfour_mandate_instruments	real_closure
OBSTRUCT	basic_law_interpretive_authority	licensed_plurality
OBSTRUCT	basic_law_interpretive_boundary	licensed_plurality
OBSTRUCT	beta_designation_doctrine	real_closure
OBSTRUCT	biblical_authority	real_closure
OBSTRUCT	biblical_divine_nature	real_closure
OBSTRUCT	biblical_source_text	licensed_plurality
OBSTRUCT	bitcoin_consensus_kernel	licensed_plurality
OBSTRUCT	bitcoin_whitepaper	real_closure
OBSTRUCT	bitcoin_whitepaper_purpose	licensed_plurality
OBSTRUCT	border_control_legitimacy	licensed_plurality
OBSTRUCT	border_legitimacy	real_closure
OBSTRUCT	border_normative_status	real_closure
OBSTRUCT	bretton_woods_treaty_substrate	real_closure
OBSTRUCT	caa_section_111d_delegation	licensed_plurality
OBSTRUCT	catastrophe_avoidance_retention	real_closure
OBSTRUCT	catastrophe_memory_function	licensed_plurality
OBSTRUCT	catastrophe_memory_kernel	licensed_plurality
OBSTRUCT	catastrophe_memory_preservation	real_closure
OBSTRUCT	catastrophe_memory_survival	licensed_plurality
OBSTRUCT	catastrophe_memory_transmission	licensed_plurality
OBSTRUCT	catastrophe_proxy_sufficiency	real_closure
OBSTRUCT	cbdr_principle	real_closure
OBSTRUCT	church_turing_thesis	real_closure
OBSTRUCT	classical_latin_standard	real_closure
OBSTRUCT	climate_harm_prevention	real_closure
OBSTRUCT	climate_mitigation_imperative	real_closure
OBSTRUCT	climate_mitigation_legitimacy	real_closure
OBSTRUCT	climate_response_action	real_closure
OBSTRUCT	climate_response_imperative	licensed_plurality
OBSTRUCT	climate_response_legitimacy	licensed_plurality
OBSTRUCT	climate_response_obligation	licensed_plurality
OBSTRUCT	coercion_legitimacy_boundary	real_closure
OBSTRUCT	combatant_status_definition	real_closure
OBSTRUCT	commerce_clause_scope	real_closure
OBSTRUCT	commerce_clause_text	licensed_plurality
OBSTRUCT	common_article_3_scope	real_closure
OBSTRUCT	common_law_precedent_corpus	licensed_plurality
OBSTRUCT	competence_exercise_requirement	real_closure
OBSTRUCT	competence_exercise_validity	real_closure
OBSTRUCT	competence_occupation	real_closure
OBSTRUCT	competence_retention_exercise	real_closure
OBSTRUCT	constitutional_authority_boundary	real_closure
OBSTRUCT	constitutional_interpretive_authority	real_closure
OBSTRUCT	constitutional_secularism	real_closure
OBSTRUCT	constitutional_text	real_closure
OBSTRUCT	constitutional_text_authority	real_closure
OBSTRUCT	copyright_constitutional_mandate	real_closure
OBSTRUCT	correct_latin	real_closure
OBSTRUCT	correct_latin_kernel	real_closure
OBSTRUCT	creed_381_pneumatology	real_closure
OBSTRUCT	cultural_property_legal_corpus	licensed_plurality
OBSTRUCT	decalogue_image_prohibition	real_closure
OBSTRUCT	deferential_realism_ontology	real_closure
OBSTRUCT	derivative_work_statutory_boundary	real_closure
OBSTRUCT	dharmasastra_corpus	real_closure
OBSTRUCT	digital_money_emergence_boundary	licensed_plurality
OBSTRUCT	digital_money_origin	licensed_plurality
OBSTRUCT	dignified_death	real_closure
OBSTRUCT	dignity_kernel	real_closure
OBSTRUCT	divine_legitimacy_substrate	real_closure
OBSTRUCT	divine_marriage_command	real_closure
OBSTRUCT	dollar_gold_convertibility	real_closure
OBSTRUCT	doomsday_clock_metric	real_closure
OBSTRUCT	dsm_taxonomy_kernel	real_closure
OBSTRUCT	dual_class_legitimacy	real_closure
OBSTRUCT	dueling_disappearance_mechanism	licensed_plurality
OBSTRUCT	ecb_mandate_article_127	real_closure
OBSTRUCT	electronic_money_emergence	real_closure
OBSTRUCT	employment_boundary	real_closure
OBSTRUCT	end_of_life_authority	real_closure
OBSTRUCT	end_of_life_decision_authority	licensed_plurality
OBSTRUCT	equal_protection_clause	real_closure
OBSTRUCT	equal_protection_commitment	real_closure
OBSTRUCT	equal_protection_kernel	untyped
OBSTRUCT	equality_clause_scope	real_closure
OBSTRUCT	eternal_marriage_covenant	real_closure
OBSTRUCT	eu_council_unanimity	licensed_plurality
OBSTRUCT	exercise_as_competence_maintenance	real_closure
OBSTRUCT	fair_use_four_factor_test	licensed_plurality
OBSTRUCT	fair_use_statutory_exception	real_closure
OBSTRUCT	family_law_authority	real_closure
OBSTRUCT	federation_membership	licensed_plurality
OBSTRUCT	federation_membership_kernel	real_closure
OBSTRUCT	federation_membership_obligations	licensed_plurality
OBSTRUCT	federation_membership_treaty	licensed_plurality
OBSTRUCT	feud_obligation_kernel	real_closure
OBSTRUCT	feudal_oath_reciprocity	real_closure
OBSTRUCT	fifth_republic_constitution	real_closure
OBSTRUCT	first_amendment_speech_protection	real_closure
OBSTRUCT	fisa_702_statutory_text	real_closure
OBSTRUCT	flexible_employment_legitimacy	real_closure
OBSTRUCT	fourteenth_amendment_equal_protection	singleton
OBSTRUCT	gdpr_article_3_scope	real_closure
OBSTRUCT	gelassenheit_separation	licensed_plurality
OBSTRUCT	gendered_category_membership	licensed_plurality
OBSTRUCT	genesis_creation_cosmology	real_closure
OBSTRUCT	genesis_creation_narrative	real_closure
OBSTRUCT	geneva_conventions_1949	real_closure
OBSTRUCT	geneva_conventions_protective_scope	real_closure
OBSTRUCT	gita_kurukshetra_discourse	real_closure
OBSTRUCT	gold_fiat_transition_mechanism	real_closure
OBSTRUCT	gpl_copyleft_scope	real_closure
OBSTRUCT	gpl_derivative_work_trigger	real_closure
OBSTRUCT	gpl_reciprocity_obligation	licensed_plurality
OBSTRUCT	hagia_sophia_substrate	real_closure
OBSTRUCT	hebrew_continuity	real_closure
OBSTRUCT	hebrew_linguistic_life	real_closure
OBSTRUCT	hebrew_living_language	real_closure
OBSTRUCT	hebrew_vitality	real_closure
OBSTRUCT	herem_command_dt7	real_closure
OBSTRUCT	historical_treaty_substrate	real_closure
OBSTRUCT	hoa_covenant_scope	licensed_plurality
OBSTRUCT	homoousios_christology	licensed_plurality
OBSTRUCT	homoousios_nicene	real_closure
OBSTRUCT	honor_satisfaction_mechanism	licensed_plurality
OBSTRUCT	honor_satisfaction_substrate	licensed_plurality
OBSTRUCT	honor_settlement_legitimacy	licensed_plurality
OBSTRUCT	honor_violence_legitimacy	licensed_plurality
OBSTRUCT	human_dignity_ai_governance	real_closure
OBSTRUCT	human_dignity_ai_safeguarding	real_closure
OBSTRUCT	human_transcendence_pathway	real_closure
OBSTRUCT	humane_treatment_standard	real_closure
OBSTRUCT	ietf_openness_commitment	licensed_plurality
