id	baseeps	supp
vaccine_mandate_legitimacy__bodily_autonomy_primacy_reading	0.78	0.85
vaccine_mandate_legitimacy__public_health_primacy_reading	0.58	0.72
vaccine_mandate_legitimacy__risk_stratification_reading	0.38	0.48
vaccine_mandates_school_entry	0.52	0.65
value_alignment_drift	0.58	0.65
vatican_ii_authority__composite_overdetermination_reading	0.58	0.62
vatican_ii_authority__continuity_reading	0.38	0.48
vatican_ii_authority__rupture_reading	0.68	0.72
vatican_ii_doctrinal_authority__composite_overdetermination_reading	0.38	0.52
vatican_ii_doctrinal_authority__continuity_reading	0.35	0.52
vatican_ii_doctrinal_authority__rupture_progressive_reading	0.58	0.62
vatican_ii_doctrinal_authority__rupture_traditionalist_reading	0.58	0.62
vatican_ii_magisterial_authority__composite_overdetermination_reading	0.58	0.62
vatican_ii_magisterial_authority__continuity_reading	0.58	0.62
vatican_ii_magisterial_authority__rupture_reading	0.52	0.68
vedic_corpus_social_prescription__colonial_orientalist_reading	0.58	0.62
vedic_corpus_social_prescription__orthodox_varna_reading	0.68	0.78
vedic_corpus_social_prescription__reformist_spiritual_reading	0.12	0.08
vedic_dharmic_corpus__bhakti_devotional_reading	0.38	0.42
vedic_dharmic_corpus__hereditary_monopoly_reading	0.68	0.78
vedic_dharmic_corpus__reformist_egalitarian_reading	0.45	0.58
venal_office_structural_base	0.58	0.65
vendor_certification_capture	0.58	0.65
versailles_reparations_clauses__limited_responsibility_reading	0.35	0.48
versailles_reparations_clauses__punitive_liability_reading	0.68	0.72
versailles_reparations_clauses__repudiation_reading	0.85	0.78
visa_mastercard_interchange_extraction	0.58	0.68
voluntary_presence_constraint	0.58	0.68
waitangi_sovereignty_allocation__crown_sovereignty_reading	0.72	0.68
waitangi_sovereignty_allocation__partnership_reading	0.38	0.48
waitangi_sovereignty_allocation__rangatiratanga_reading	0.58	0.68
war_powers_allocation__congressional_primacy_reading	0.58	0.68
war_powers_allocation__functional_accommodation_reading	0.52	0.58
war_powers_allocation__inherent_executive_reading	0.58	0.68
war_winnability_post_1945__countervailing_thinkable	0.58	0.68
war_winnability_post_1945__deterrence_unthinkable	0.68	0.72
war_winnability_post_1945__rhetorical_contraction	0.58	0.68
weak_law_large_numbers	0.08	0.02
web_app_friction_tax	0.58	0.62
well_ordering_theorem	0.05	0.02
westphalia_sovereignty__absolute_non_intervention	0.58	0.72
westphalia_sovereignty__conditional_responsibility	0.58	0.68
westphalia_sovereignty__graded_sovereignty	0.58	0.62
westphalian_sovereignty__absolute_sovereignty	0.52	0.68
westphalian_sovereignty__conditional_sovereignty	0.38	0.52
westphalian_sovereignty__governance_quality_reading	0.58	0.52
westphalian_sovereignty__graduated_sovereignty	0.58	0.62
westphalian_sovereignty__r2p_reading	0.58	0.62
woman_category__gender_identity_reading	0.52	0.48
woman_category__intersex_accommodation_reading	0.38	0.52
woman_category__sex_biology_reading	0.58	0.62
woman_female_category__gender_identity_reading	0.58	0.62
woman_female_category__hybrid_contextual_reading	0.52	0.58
woman_female_category__sex_biology_reading	0.58	0.68
workplace_surveillance_extraction	0.58	0.68
wto_dsb_authority__advisory_coordination_reading	0.35	0.42
wto_dsb_authority__binding_referee_reading	0.58	0.65
wto_dsb_authority__judicial_activism_reading	0.58	0.72
wto_treaty_framework__developmental_reading	0.38	0.42
wto_treaty_framework__market_access_reading	0.58	0.68
zero_as_number_entry__contingent_thinkability_reading	0.62	0.48
zero_as_number_entry__hybrid_scaffolding_reading	0.38	0.42
zero_as_number_entry__universal_discovery_reading	0.08	0.02
zero_mathematical_status__number_reading	0.12	0.08
zero_mathematical_status__parmenidean_rejection	0.58	0.72
zero_mathematical_status__placeholder_reading	0.38	0.42
zone_failure_recovery_coupling	0.52	0.62
