constraint_id,context,chi,tvd,fires,h1
coordination_attack_vulnerability,institutional,-0.035914,0.474167,False,0
coordination_fatigue,institutional,-0.032957,0.743019,True,3
coordination_threshold_failure,institutional,-0.032957,0.795584,True,3
copyleft_viral_licensing,institutional,-0.002113,0.957316,False,0
copyright_protection,institutional,-0.016901,0.298684,True,3
corporate_social_responsibility_theater,institutional,-0.023239,0.400043,False,0
cosmological_evolution_alpha_omega,institutional,-0.000423,0.000000,False,0
cost_of_observation,institutional,-0.035914,0.161899,True,3
countable_infinity_cardinality,institutional,-0.005969,0.000000,False,0
couples_residency_match,institutional,-0.021126,0.601346,True,5
cow_field_poop,institutional,-0.016901,0.238963,True,3
creative_commons_licensing,institutional,-0.016901,0.256206,True,3
credentialism_national_security,institutional,-0.021971,0.638118,True,5
credibility_inflation,institutional,-0.034647,0.451209,True,3
crisis_signal_saturation,institutional,-0.037604,0.447938,False,0
crispr_genomic_rewrite_2026,institutional,-0.016901,0.204170,True,3
critical_actor_overcentralization,institutional,-0.037182,0.477907,True,3
crop_defense_dependency,institutional,-0.025351,0.626052,True,5
cross_domain_coupling_spiral,institutional,-0.037182,0.445809,True,3
cs_ecmo_bridge,institutional,-0.023239,0.124094,True,3
cuba_mandatrophic_collapse,institutional,-0.040139,0.988533,True,5
cuban_missile_crisis_excomm_deliberation,institutional,-0.008450,0.588998,True,3
cultural_homogenization_social_media,institutional,-0.023239,0.680820,True,5
cultural_memory_decay,institutional,-0.034224,0.862361,True,3
cultural_refragmentation_2026,institutional,-0.030421,0.685139,True,3
cumbria_mine_rejection,institutional,-0.027464,0.900646,True,3
cuny_light_2026,institutional,-0.002113,0.946513,False,0
currys_paradox,institutional,-0.008450,0.294217,True,4
cz_plea_agreement_2026,institutional,-0.035914,0.970306,True,3
damped_harmonics,institutional,-0.010563,0.044881,False,4
dark_patterns_manipulation,institutional,-0.035914,0.974096,True,3
data_laundering_pipeline,institutional,-0.036337,0.548932,True,3
data_privacy_regulation,institutional,-0.023239,0.595636,True,5
data_replication_paradox,institutional,-0.020281,0.568177,True,3
dead_sea_effect,institutional,-0.021126,0.905260,True,3
debt_service_squeeze,institutional,-0.028731,0.852379,True,3
debt_trap_microfinance,institutional,-0.023239,0.680820,True,5
decentralized_infrastructure_rope,institutional,-0.003380,0.913081,False,0
decision_latency_mismatch,institutional,-0.028731,0.535447,True,3
deep_earth_hydrogen_availability,institutional,-0.006338,0.000000,False,0
deferential_realism_framework,institutional,-0.008450,0.190793,True,3
deferred_risk_realization,institutional,-0.034647,0.876932,True,3
delayed_feedback_instability,institutional,-0.033802,0.930064,True,3
delta_force_selection_2026,institutional,-0.038872,0.725242,True,3
demand_response_cost_shift,institutional,-0.020281,0.579804,True,3
demographic_inertia_trap,institutional,-0.032957,0.889489,True,3
denmark_asylum_outsourcing,institutional,-0.031689,0.963334,True,3
devotional_transformation,institutional,-0.019013,0.032707,False,3
dexy_gold_protocol,institutional,-0.008450,0.481852,True,3
digital_credentialing_verification,institutional,-0.027464,0.747414,True,5
digital_euro_cbdc,institutional,-0.023239,0.656515,True,5
digital_identity_tether,institutional,-0.024506,0.783654,True,5
dionysiac_frenzy,institutional,-0.033802,0.959443,True,5
discover_core_2026,institutional,-0.024506,0.893464,True,5
disney_openai_ip_exclusivity,institutional,-0.023239,0.609780,True,5
djia_as_economic_barometer,institutional,-0.020281,0.491638,True,3
dk_foreign_convict_expulsion,institutional,-0.031689,0.964896,True,3
dk_us_alliance_espionage,institutional,-0.023239,0.607046,True,6
dldr_information_policy,institutional,-0.008450,0.610942,True,3
dn_paywall,institutional,-0.021971,0.600722,True,5
doomsday_clock_framework,institutional,-0.023239,0.954876,True,5
drc_rwanda_peace_deal_2024,institutional,-0.023239,0.783350,True,5
dsa_transparency_requirements,institutional,-0.023239,0.639837,True,5
dunbars_number,institutional,-0.002113,0.000000,False,0
dunning_kruger_effect,institutional,-0.023239,0.630958,True,5
dutch_minority_govt_2026,institutional,-0.020281,0.619613,True,3
dwp_carers_allowance_cliff,institutional,-0.035914,0.974096,True,3
e2ee_digital_privacy_2026,institutional,-0.002113,0.000000,False,0
ec_meta_manus_block,institutional,-0.023239,0.633966,True,5
edelman_2026_developed_stagnation,institutional,-0.024506,0.961385,True,5
edelman_2026_developing_volatility,institutional,-0.021971,0.459438,True,3
edelman_2026_insularity,institutional,-0.023239,0.811493,True,5
education_unbundling_implementation,institutional,-0.016901,0.094640,True,3
ehrenfest_barrier,institutional,-0.005969,0.000000,False,0
electrification_scale_2026,institutional,-0.006338,0.228683,True,3
elencher_identity_transformation,institutional,-0.004225,0.000000,False,0
elite_capture_2026,institutional,-0.032957,0.542153,False,0
elite_identity_capture_2026,institutional,-0.032957,0.542135,True,3
elite_overproduction_instability,institutional,-0.024506,0.872523,True,5
elliq_ai_companion,institutional,-0.023239,0.783350,True,5
em_clinical_guidelines,institutional,-0.025351,0.421078,True,3
emergency_bridge_scaffold,institutional,-0.020703,0.617860,True,5
emergency_mode_lock_in,institutional,-0.038449,0.414566,True,3
emergency_oversight_bureau,institutional,-0.011831,0.373704,False,0
emergency_powers_ratchet,institutional,-0.035492,0.989281,True,3
emergent_goal_misalignment,institutional,-0.035914,0.905157,True,3
emotional_cycles_2026,institutional,-0.023239,0.665323,True,3
empty_tomb_transformation,institutional,-0.016901,0.186320,True,3
endocrine_disruption_society,institutional,-0.035914,0.986355,True,3
endowment_effect,institutional,-0.006338,0.038602,False,4
english_chinese_tense_structure,institutional,-0.005969,0.000000,False,0
epigenetics_complexity_2026,institutional,-0.004225,0.000000,False,0
epistemic_free_rider_problem,institutional,-0.036759,0.506083,True,3
epistemic_overload_collapse,institutional,-0.037604,0.438451,True,3
epistemic_process_of_verification,institutional,-0.014788,0.153224,True,3
epstein_document_release_2026,institutional,0.538569,0.700446,True,4
epstein_espionage_2026,institutional,-0.028731,0.665199,False,0
epstein_files_2026,institutional,-0.027464,0.595502,False,0
epstein_honeytrap,institutional,-0.038872,0.386442,False,0
erasmus_rejoining_scaffold,institutional,-0.011831,0.029898,False,0
ergo_autolykos_asic_resistance,institutional,-0.008450,0.000000,False,0
ergo_lets_protocol,institutional,-0.006338,0.831882,False,0
ergo_mixer_protocol,institutional,-0.020281,0.680563,True,3
ergo_nipopows,institutional,-0.004225,0.025373,False,4
ergo_storage_rent,institutional,-0.023239,0.059437,True,3
ergo_storage_rent_mechanism,institutional,-0.006338,0.000000,False,0
ergodic_theorems,institutional,-0.014788,0.360010,True,3
ergot_grain_poisoning,institutional,-0.033802,0.895322,True,3
erised_expectation,institutional,-0.027464,0.456449,True,3
eu_affordable_housing_initiative,institutional,-0.020281,0.565485,True,3
eu_asylum_outsourcing_framework,institutional,-0.031689,0.926988,True,3
eu_deforestation_regulation,institutional,-0.020281,0.655794,True,3
eu_digital_services_act,institutional,-0.023239,0.607046,True,5
eu_ev_tariff_wall,institutional,-0.023239,0.609780,True,5
eu_irgc_terrorist_designation,institutional,-0.025351,0.746220,True,5
eu_mercosur_trade_agreement,institutional,-0.020281,0.529382,True,5
eu_renewable_energy_mandate,institutional,-0.020281,0.681184,True,3
eu_russian_asset_freeze_2025,institutional,-0.035914,0.974096,True,3
eu_unanimity_rule_foreign_policy,institutional,-0.023239,0.607046,True,5
euler_characteristic_topology,institutional,-0.002388,0.000000,False,0
eurozone_fragmentation_2026,institutional,-0.020281,0.815014,True,3
event_fragmentation,institutional,-0.017906,0.000000,False,0
evfta_trade_agreement,institutional,-0.020281,0.529382,True,3
evidence_half_life,institutional,-0.035914,0.566444,True,3
evolutionary_knowledge,institutional,-0.023239,0.618771,True,5
evolutionary_mismatch_load,institutional,-0.035069,0.950498,True,3
exoplanetary_habitability_arbitrage,institutional,-0.019013,0.948689,True,3
expert_disempowerment,institutional,-0.031266,0.473540,True,3
exploration_vs_exploitation,institutional,-0.023239,0.543648,True,5
extraordinary_narrative_shift,institutional,-0.016901,0.260016,True,3
faa_boeing_regulatory_capture,institutional,0.077403,0.020049,False,3
factional_instability,institutional,-0.029576,0.355256,True,3
faint_blue_neural_bifurcation,institutional,-0.038027,0.979639,True,3
fair_use_doctrine,institutional,-0.004225,0.718081,False,0
family_estrangement_ratio,institutional,-0.033802,0.895322,True,3
family_succession_system,institutional,-0.033802,0.959443,True,3
fast_growing_hierarchy,institutional,-0.005969,0.000000,False,0
fatf_grey_list_russia,institutional,-0.027464,0.814147,True,3
fb_creator_monetization_indonesia,institutional,-0.028731,0.900347,True,3
fcc_dji_covered_list,institutional,-0.021971,0.613999,True,5
fda_accelerated_approval_alz,institutional,-0.020281,0.529382,True,3
fda_component_efficacy_standard,institutional,-0.023239,0.609780,True,5
fda_gonorrhea_efficacy_standard,institutional,-0.020281,0.607350,True,3
fed_shutdown_2026,institutional,-0.024506,0.259783,True,5
feedback_loop_desynchronization,institutional,-0.030421,0.814569,True,3
feigenbaum_universality,institutional,-0.005969,0.000000,False,0
fermat_proof_barrier,institutional,-0.023875,0.000000,False,0
fgh_hierarchy_2026,institutional,-0.001194,0.000000,False,0
fiat_currency_lifecycle,institutional,-0.040139,0.610311,True,3
fiber_optic_chip_tech,institutional,-0.023239,0.543648,True,5
financial_drag,institutional,-0.035492,0.684561,True,3
fine_particle_policy,institutional,-0.023239,0.595636,True,5
finite_pool_of_worry,institutional,-0.031689,0.732216,True,3
finite_simple_group_classification,institutional,-0.005969,0.000000,False,0
finnish_debt_adjustment,institutional,-0.028731,0.805227,True,3
finnish_ubi_experiment,institutional,-0.008450,0.179650,False,0
fiscal_dominance_trap,institutional,-0.036759,0.451945,False,0
fiscal_equalization_friction,institutional,-0.013521,0.228822,False,0
fitts_law_industrial_application,institutional,-0.025351,0.610624,True,5
floating_wall_2026,institutional,-0.027464,0.850561,True,3
fmeca_procedures_1980,institutional,-0.016901,0.295532,True,3
fmt_oncology_2026,institutional,-0.007605,0.138968,False,0
fnl_shadow_probe,institutional,-0.012676,0.209637,True,4
fossil_fuel_lock_in,institutional,-0.006338,0.000000,False,0
four_color_theorem_topological_bound,institutional,-0.002388,0.000000,False,0
fptp_electoral_system,institutional,-0.031689,0.942845,True,3
fragile_middle_layer_collapse,institutional,-0.036337,0.486414,True,3
framing_effect,institutional,-0.023239,0.363772,True,3
france_2027_presidential_election,institutional,-0.020281,0.413122,True,3
france_cordon_sanitaire_2026,institutional,-0.017746,0.160314,False,0
france_local_elections_march_2026,institutional,-0.014788,0.278590,True,3
franchisee_corporate_squeeze,institutional,-0.020281,0.592351,True,3
frankenstein_creation_hubris,institutional,-0.038027,0.982844,True,3
fraser_river_salmon_regulation,institutional,-0.023239,0.808738,True,5
french_ag_land_concentration,institutional,-0.023239,0.825812,True,5
frontex_pushback_coordination,institutional,-0.028731,0.984996,True,3
fundamental_material_limits_nbre,institutional,-0.004013,0.000000,False,0
fundamental_theorem_of_algebra,institutional,-0.001194,0.000000,False,0
fungal_shift_grassland_loss,institutional,-0.003380,0.000000,False,0
fused_quartz_5d_archival,institutional,-0.019858,0.481194,True,3
future_dsm_integration,institutional,-0.023239,0.808738,True,5
g7_debt_trap,institutional,-0.023239,0.680820,True,5
gale_shapley,institutional,-0.033802,0.951386,True,3
galois_theory_symmetry,institutional,-0.008450,0.024095,False,4
gamblers_ruin_stochastic_extinction,institutional,-0.038027,0.971346,True,3
gauss_bonnet_topology,institutional,-0.011938,0.000000,False,0
gaza_aid_permit_revocation,institutional,-0.035914,0.974189,True,5
gaza_border_control_rafah,institutional,-0.023239,0.644156,True,5
gbff_funding_mechanism,institutional,-0.020281,0.763549,True,3
gemini_scientific_advancement,institutional,-0.014788,0.203767,True,3
genai_mil_platform,institutional,-0.020281,0.808933,True,3
gender_performance_cost,institutional,-0.024506,0.239603,True,5
generational_replacement_inertia,institutional,-0.031689,0.926241,True,3
genetic_algorithms_evolution,institutional,-0.004225,0.033723,False,4
genetic_predisposition,institutional,-0.025351,0.372972,True,3
genetic_predisposition_mania,institutional,-0.005969,0.000000,False,0
genie_ip_constraint,institutional,-0.025351,0.982324,True,3
geocentric_cosmology,institutional,-0.023239,0.609780,True,5
geophysics_superionic_core,institutional,-0.005969,0.000000,False,0
geopolitical_insularity_2026,institutional,-0.025351,0.954643,True,5
german_board_gender_quota,institutional,-0.016901,0.547526,True,3
germany_tennet_takeover,institutional,-0.014788,0.312407,True,3
germline_regulation_threshold_2026,institutional,-0.021126,0.609907,True,5
ghost_fishing_gear,institutional,-0.031689,0.923208,True,3
gig_economy_algorithmic_management,institutional,-0.033802,0.895322,True,3
gilgamesh_mortality_limit,institutional,-0.042252,0.992256,True,3
gita_kurukshetra,institutional,-0.008450,0.169451,True,3
glen_canyon_water_allocation,institutional,-0.023239,0.783350,True,5
global_digital_divide,institutional,-0.023239,0.680820,True,5
global_economic_anxiety_2026,institutional,-0.028731,0.815817,False,0
global_food_market_fragility,institutional,-0.023239,0.680820,True,5
global_hoarding_scaling_laws,institutional,-0.035914,0.995857,True,3
global_protocol_entrenchment,institutional,-0.033802,0.965750,True,3
global_stimulus_spree,institutional,-0.026196,0.396570,True,3
global_trade_externalities_neobiota,institutional,-0.023239,0.622937,True,5
global_water_bankruptcy,institutional,-0.035914,0.873187,True,3
glp1_payload_efficiency_pivot,institutional,-0.014788,0.377114,True,3
goal_boundary_poisoning,institutional,-0.036337,0.488814,True,3
goedels_incompleteness_theorems,institutional,-0.023875,0.000000,False,0
gold_fomo_cycle,institutional,-0.027464,0.810692,True,3
gold_piton_2026,institutional,-0.008450,0.891036,False,0
goldbach_conjecture,institutional,-0.009550,0.000000,False,0
golden_handcuffs,institutional,-0.016901,0.000000,False,0
goodharts_law,institutional,-0.021126,0.564597,True,5
goodstein_theorem_finite_proof,institutional,-0.016901,0.093540,True,3
google_ai_search_overview,institutional,-0.023239,0.633966,True,5
google_universal_commerce_protocol,institutional,0.466760,0.387266,True,5
governance_latency_gap,institutional,-0.034647,0.739567,True,3
governance_overfitting,institutional,-0.031266,0.917307,True,3
gpt5_codex_dev_cycle,institutional,-0.023239,0.312037,True,3
gpt_store_marketplace,institutional,-0.020281,0.579804,True,3
gradient_descent_optimization,institutional,-0.012676,0.066081,False,0
graph_coloring_complexity,institutional,-0.016901,0.331232,True,3
gravitational_lensing_cosmic_dawn,institutional,-0.002388,0.000000,False,0
great_awakening_rekindling,institutional,-0.021126,0.473227,True,5
great_mongolian_road_economic_dependency,institutional,-0.024929,0.535461,True,5
greenland_defence_pact_2026,institutional,-0.021971,0.531359,True,5
greenland_seizure_trade_war,institutional,-0.035914,0.957033,True,3
greshams_law,institutional,-0.025351,0.588983,True,5
grete_samsa_transition,institutional,-0.031689,0.331645,True,3
grievance_stack_overflow,institutional,-0.035914,0.453182,True,3
gs1_gln_identification,institutional,-0.012676,0.377766,True,4
gs1_standardized_identification,institutional,-0.047750,0.997924,True,3
gs_market_clearing,institutional,-0.014788,0.201426,True,3
guano_wealth_extraction,institutional,-0.023239,0.595636,True,5
guinea_junta_legitimization_2024,institutional,-0.027464,0.894344,True,3
guinea_worm_eradication,institutional,-0.010563,0.039250,False,3
guthrie_kidnapping_2026,institutional,-0.035914,0.416458,True,3
hagia_sophia_status,institutional,-0.020281,0.808933,True,3
halting_problem_undecidability,institutional,-0.005969,0.000000,False,0
hamiltonian_path_complexity,institutional,-0.004225,0.000000,False,0
hammurabi_lex_talionis,institutional,-0.021126,0.609907,True,5
hanlons_razor,institutional,-0.023239,0.236022,True,3
happiness_of_others,institutional,-0.031689,0.328983,True,3
harlequin_historical_line_discontinuation,institutional,-0.031689,0.942845,True,3
harm_principle_liberty,institutional,-0.021126,0.609907,True,5
hasbro_licensing_restriction,institutional,-0.020281,0.420198,True,3
hawthorne_effect,institutional,-0.025351,0.559389,True,5
hd101584_stellar_evolution,institutional,-0.002388,0.000000,False,0
hedonic_adaptation_baseline,institutional,-0.020281,0.567920,True,3
hegemonic_entropy_2026,institutional,-0.030421,0.337389,True,3
heglig_oil_field_control,institutional,-0.035914,0.970190,True,3
heine_borel,institutional,-0.017906,0.000000,False,0
heisenberg_uncertainty,institutional,-0.005969,0.000000,False,0
help_to_buy_uk,institutional,-0.021971,0.820275,True,5
helsinki_bus_theory,institutional,-0.016901,0.649021,True,3
hershey_salt_strategy,institutional,-0.020281,0.619613,True,3
heuristic_optimization,institutional,-0.008450,0.064193,True,4
hhs_fetal_tissue_research_ban_2019,institutional,-0.031689,0.963334,True,3
hicbc_uk,institutional,-0.027464,0.656891,True,3
hidden_interdependency_risk,institutional,-0.034647,0.779423,True,3
hilbert_hotel_infinite_capacity,institutional,-0.000423,0.000000,False,0
hilberts_hotel_infinity,institutional,-0.006338,0.014267,False,4
hiv_prep_prevention_2026,institutional,-0.006338,0.000000,False,0
hk_nsl_civic_party_disbandment,institutional,-0.035914,0.970190,True,3
hoa_covenants,institutional,-0.023239,0.439945,False,0
hollow_state_syndrome,institutional,-0.036759,0.495397,True,3
hollywood_four_quadrant_model,institutional,-0.021971,0.597972,True,5
hominin_evolutionary_bottleneck,institutional,-0.031689,0.547252,True,3
horizon_liability_contract,institutional,0.762973,0.005616,False,0
hp_liberalism,institutional,-0.021971,0.132336,True,3
hu_2026_election_rules,institutional,-0.024506,0.839295,True,5
huang_expectation_resilience_2026,institutional,-0.031689,0.473521,False,0
hub_short_form_tv_market_fragmentation,institutional,-0.023239,0.645842,True,5
humanities_phd_funding_model,institutional,-0.023239,0.840029,True,5
hydra_game,institutional,-0.029576,0.416793,True,3
hygiene_disposal_protocol,institutional,-0.038872,0.999692,True,3
hypercompression_of_time_horizons,institutional,-0.037182,0.461340,True,3
hypernormie_equilibrium,institutional,-0.036337,0.541533,True,3
ia_digital_preservation,institutional,-0.024506,0.624608,True,5
ibm_shield_2026,institutional,-0.026196,0.690499,True,3
ibm_shield_contract_2026,institutional,-0.026196,0.729902,True,3
ice_memory_archive,institutional,-0.004225,0.000000,False,0
ice_raids_minnesota_2026,institutional,-0.035914,0.988021,True,3
ice_safe_departure,institutional,-0.031689,0.951557,True,3
identity_stack_incompatibility,institutional,-0.035069,0.853969,True,3
idf_knock_on_roof_policy,institutional,-0.023239,0.646833,True,5
incentive_surface_warping,institutional,-0.036337,0.476111,True,3
incumbent_steel_production,institutional,-0.023239,0.639837,True,5
independent_criticism_patronage,institutional,-0.020281,0.529382,True,3
indexical_relativity_core,institutional,-0.011938,0.000000,False,0
india_france_horizon_2047,institutional,-0.020281,0.512084,True,3
india_nuclear_liability_act_2010,institutional,-0.023239,0.622937,True,5
india_semi_mission,institutional,-0.027464,0.382140,True,3
indian_ai_licensing_regime,institutional,-0.020281,0.529382,True,3
indian_import_tariffs_eu,institutional,-0.023239,0.609780,True,5
individual_revolution_autonomy,institutional,-0.031689,0.972817,True,3
individual_vs_systemic_causation,institutional,-0.028731,0.900347,True,3
indo_german_defense_pact,institutional,-0.020281,0.619613,True,5
indo_russian_submarine_lease_2025,institutional,-0.027464,0.748104,True,3
indonesia_penal_code_2023,institutional,-0.031689,0.926988,True,5
inference_cost_scaling_law,institutional,-0.035069,0.908441,True,3
information_foraging_theory,institutional,-0.008450,0.040649,False,4
informational_time_2026,institutional,-0.032957,0.916414,True,3
infrastructure_interoperability_decay,institutional,-0.036337,0.466414,False,0
inner_model_confirmation_bias,institutional,-0.023239,0.595636,True,5
inner_model_theory_constraints,institutional,-0.012676,0.256050,True,4
innovators_dilemma,institutional,-0.023239,0.582186,True,5
institutional_inertia_lock,institutional,-0.021971,0.050395,True,3
institutional_memory_loss,institutional,-0.035492,0.468282,False,0
institutional_mutation_domestication,institutional,-0.029576,0.939925,True,3
institutional_mutation_without_selection,institutional,-0.035492,0.532877,True,3
institutional_trust_decay,institutional,-0.028731,0.153091,False,0
insult_wisdom_training,institutional,-0.031689,0.352096,True,3
integrated_digital_governance_stack,institutional,-0.038027,0.981403,True,3
interface_contract_breakdown,institutional,-0.035069,0.469136,True,3
international_seabed_mining_regime,institutional,0.106429,0.550544,True,5
internet_evolution_lifecycle,institutional,-0.027041,0.973400,True,3
interpretive_frame_fragmentation,institutional,-0.039294,0.400964,True,3
intertemporal_responsibility_gap,institutional,-0.038872,0.343379,True,3
inverse_spin_valve_signature,institutional,-0.022270,0.419150,True,3
invisible_infrastructure_dependency,institutional,-0.036759,0.437998,True,3
iran_guardian_council_vetting,institutional,-0.031689,0.969474,True,3
iran_hijab_law,institutional,-0.031689,0.926988,True,3
iran_mandatrophic_collapse,institutional,-0.038027,0.983799,True,3
iran_nin_repression,institutional,-0.035914,0.970296,True,3
iran_nuclear_deal_informal_2023,institutional,-0.023239,0.783350,True,5
iran_war_room_2026,institutional,-0.034647,0.989232,True,3
iron_law_of_oligarchy,institutional,-0.025351,0.498124,True,5
irreversible_policy_commitment,institutional,-0.030421,0.946710,True,3
isa_education_scaffold,institutional,-0.017746,0.260607,True,3
israel_egypt_gas_deal,institutional,-0.020281,0.512639,True,3
israel_electoral_threshold,institutional,-0.020281,0.512639,True,3
israel_gaza_ceasefire_violation,institutional,-0.025351,0.602340,True,5
israel_norwegian_law,institutional,-0.021971,0.621339,True,5
israel_override_clause,institutional,-0.031689,0.960265,True,3
israel_surplus_vote_agreements,institutional,-0.019858,0.239288,True,3
israeli_settlement_policy_authority_restriction,institutional,-0.023239,0.698474,True,5
iss_ped_ban,institutional,-0.023239,0.840029,True,5
iterated_function_system_convergence,institutional,-0.017746,0.251423,True,3
ivt_accessibility_barrier,institutional,-0.023239,0.244612,True,3
japanese_energy_scaffold_2025,institutional,-0.023239,0.491162,True,5
jevons_paradox,institutional,-0.025351,0.372972,True,3
job_hunt_volume_system_2026,institutional,-0.031689,0.547252,True,3
jordan_microfinance,institutional,-0.025351,0.829855,True,5
jp_eez_enforcement,institutional,-0.023239,0.626893,True,5
jp_nativist_politics,institutional,-0.028731,0.850136,True,5
jupiter_composition_knowledge_gap,institutional,-0.014788,0.203767,True,3
juvenile_underclass_2026,institutional,-0.031689,0.523044,False,0
kardashev_scale_progress_narrative,institutional,-0.020281,0.529382,True,3
keltner_relationship_evaluation,institutional,-0.014788,0.219227,True,3
khantivadin_radical_patience,institutional,-0.042252,0.993296,True,3
kidney_exchange_market,institutional,-0.004225,0.000000,False,0
kim_jong_un_succession,institutional,-0.023239,0.705202,True,5
kirby_paris_theorem,institutional,-0.023875,0.000000,False,0
kjv_linguistic_residue,institutional,-0.004648,0.907728,True,3
kjv_puritan_new_world_exit,institutional,-0.008450,0.004390,False,3
kjv_textual_authority,institutional,-0.016901,0.492608,True,3
kleene_recursion_theorem,institutional,-0.002388,0.000000,False,0
knowledge_action_gap,institutional,-0.029999,0.467639,True,3
kolmogorov_complexity,institutional,-0.017906,0.000000,False,0
labor_union_dues,institutional,-0.020281,0.763549,True,3
landscape_of_fear_2026,institutional,-0.016901,0.496120,True,3
large_cardinal_foundations,institutional,-0.012676,0.141759,True,4
large_cardinals_inaccessibility,institutional,-0.006338,0.000000,False,0
latent_goal_activation,institutional,-0.036337,0.464019,True,3
latent_regulatory_bomb,institutional,-0.035492,0.939110,True,3
lavender_ai_targeting,institutional,-0.031689,0.935398,True,3
law_of_diminishing_returns,institutional,-0.016901,0.244040,True,3
layered_brain_processing,institutional,-0.014788,0.972568,True,3
lcdm_hubble_tension,institutional,-0.019858,0.576942,True,3
lcdm_small_scale_anomalies,institutional,-0.017746,0.471366,True,3
legacy_identity_lock_in,institutional,-0.005070,0.000000,False,0
legacy_system_technical_debt,institutional,-0.001268,0.745356,False,0
legal_formalism_overhang,institutional,-0.035069,0.493751,False,0
legibility_trap,institutional,-0.037182,0.458442,True,3
legitimacy_without_capacity,institutional,-0.035492,0.451019,True,3
legitimacy_without_effectiveness,institutional,-0.031689,0.495416,False,0
lehman_repo_105,institutional,-0.038027,0.982844,True,3
lethal_targeting_of_journalists,institutional,0.554738,0.607884,True,3
liar_paradox,institutional,-0.005969,0.000000,False,0
lindy_effect,institutional,-0.008450,0.015799,False,3
linguistic_relativity_cultural_framing,institutional,-0.017746,0.546428,True,3
liquidity_illusion,institutional,-0.035914,0.418129,True,3
litany_of_the_real,institutional,-0.003380,0.000000,False,0
litchfield_sensitive_locations_2026,institutional,-0.032957,0.273232,False,0
lln_convergence,institutional,-0.010563,0.044881,False,4
lobs_theorem,institutional,-0.002388,0.000000,False,0
local_vs_global_optima,institutional,-0.005969,0.000000,False,0
logistic_map_dynamics,institutional,-0.014788,0.190716,True,3
lorenz_attractor_dynamics,institutional,-0.016901,0.338807,True,3
lowenheim_skolem_theorem,institutional,-0.005969,0.000000,False,0
lp_pikachu_illustrator,institutional,-0.028731,0.595672,True,3
lsd_microdosing_professional_openness,institutional,-0.016901,0.348776,True,3
lula_hemisphere_2026,institutional,-0.031689,0.934482,True,3
lung_transplant_protocol,institutional,-0.023239,0.595636,True,5
lyapunov_stability,institutional,-0.017906,0.000000,False,0
m82_outflow_suppression,institutional,-0.002388,0.000000,False,0
magna_carta_liberties,institutional,-0.016901,0.544299,True,3
maha_recovery_2026,institutional,-0.017746,0.874482,True,3
maintenance_capacity_shortfall,institutional,-0.035914,0.452660,False,0
maladaptive_selection_process,institutional,-0.036337,0.450719,True,3
mandatrophic_margin_collapse,institutional,-0.035914,0.967555,True,3
mandatrophy_systemic_collapse,institutional,-0.038027,0.986938,True,3
manga_distribution_duopoly,institutional,-0.020281,0.568177,True,3
manganese_catalysis_2026,institutional,-0.007605,0.579066,False,0
marriage_market_asymmetry_2026,institutional,-0.027464,0.928586,True,3
mars_rovers_navigational_autonomy,institutional,-0.016901,0.294936,True,3
martian_signal_latency,institutional,-0.005969,0.000000,False,0
mass_market_extinction_2026,institutional,-0.029576,0.958839,True,3
matching_market_congestion_externality,institutional,-0.014788,0.268191,True,3
matching_markets_general,institutional,-0.016901,0.000000,False,0
material_tensile_strength,institutional,-0.002388,0.000000,False,0
max_flow_min_cut,institutional,-0.021126,0.498633,True,5
mco_unit_system_discontinuity,institutional,-0.012676,0.420469,False,0
med_diet_consensus_2026,institutional,-0.020281,0.516984,True,3
medical_residency_match,institutional,-0.025351,0.709081,True,5
medieval_church_hegemony,institutional,-0.029576,0.896077,True,3
memetic_fitness_vs_truth,institutional,-0.036337,0.451575,False,0
meta_governance_overload,institutional,-0.034647,0.542642,True,3
meta_model_lock_in,institutional,-0.036337,0.452186,True,3
meta_nda,institutional,-0.025351,0.711766,True,5
meta_nuclear_power_agreement,institutional,-0.017746,0.365440,True,3
meta_pay_or_okay_model,institutional,-0.031689,0.934706,True,5
metabolic_constraint_cognition,institutional,-0.033379,0.711882,True,3
metamorphosis_samsa,institutional,-0.033802,0.895322,True,3
mexican_airline_merger,institutional,-0.023239,0.680820,True,5
micro_robot_electronics_integration,institutional,-0.021126,0.709469,True,5
microbiome_symbiosis,institutional,-0.019013,0.748718,True,3
microrobot_manipulation,institutional,-0.002113,0.000000,False,0
microwave_weapon_1,institutional,-0.025351,0.602340,True,5
migration_decision_threshold,institutional,-0.012676,0.119573,True,4
mil_std_461g_emi_control,institutional,-0.021126,0.224753,True,3
mil_std_810f_tailoring,institutional,-0.021549,0.289758,True,3
milano_cortina_2026,institutional,-0.005070,0.856208,True,3
minimax_decision_rule,institutional,-0.002113,0.000000,False,0
minimax_theorem_game_equilibrium,institutional,-0.020281,0.500857,True,3
minnesota_sovereignty_2026,institutional,-0.028731,0.692556,False,0
misunderstanding_as_mismatch,institutional,-0.031689,0.839616,True,3
mit_tfus_2026,institutional,-0.021971,0.982328,True,3
mltt_economic_model,institutional,-0.020281,0.675448,True,3
model_autonomy_creep,institutional,-0.035914,0.420996,True,3
model_collapse_feedback_loop,institutional,-0.037604,0.472097,True,3
model_of_models_regression,institutional,-0.035069,0.434689,True,3
moltbook_agent_theater,institutional,-0.029576,0.028894,False,0
moltbook_breach_2026,institutional,-0.030421,0.466731,True,3
